Breakdown,Bank,12/31/2023,12/31/2022,12/31/2021,12/31/2020
Basic Average Shares,WFC,0.11187970540019221,0.04658056686698633,0.10247584798311132,0.06579147222822615
Diluted Average Shares,WFC,0.11187970540019221,0.04658498537653969,0.10248261275674583,0.0657952989893335
Rent Expense Supplemental,WFC,0.11187970540019221,0.05430122927170815,0.11183280180030235,0.07727821446788524
Interest Income after Provision for Loan Loss,WFC,0.10722074653368338,0.052084362408376716,0.10955067702958986,0.0709195683318983
Net Income from Continuing & Discontinued Operation,WFC,0.10308621087646988,0.04795222229493774,0.10603516420058125,0.06561643334053804
Normalized Income,WFC,0.10308621087646988,0.04795222229493774,0.10603516420058125,0.06587492160454676
Reconciled Depreciation,WFC,0.10117431864236787,0.04700113116623503,0.10323084010994038,0.06676020971595749
Net Income from Continuing Operation Net Minority Interest,WFC,0.10308621087646988,0.04795222229493774,0.10603516420058125,0.06561643334053804
Total Unusual Items Excluding Goodwill,WFC,0.11187970540019221,0.046051151612262725,0.10165975594747853,0.0644646254911896
Total Unusual Items,WFC,0.11187970540019221,0.046051151612262725,0.10165975594747853,0.0644646254911896
Tax Rate for Calcs,WFC,0.1002428077885062,0.04605184634646923,0.10167474495028384,0.06481871900353031
Tax Effect of Unusual Items,WFC,0.1002428077885062,0.04605184634646923,0.10167474495028384,0.06472311375519832
Total Revenue,JPM,0.12325978591441508,0.0639261069582216,0.1256739134550756,0.0931374598573941
Net Interest Income,JPM,0.11350276304152332,0.055320990129633235,0.11199171502592307,0.07770758112083943
Interest Income,JPM,0.12558239852978445,0.058947085847055374,0.11308689834931633,0.08006033054239615
Interest Income from Loans And Lease,JPM,0.1126288867294091,0.05337934696929844,0.10986682665454924,0.07515522595016472
Interest Income from Loans,JPM,0.1126288867294091,0.05337934696929844,0.10986682665454924,0.07515522595016472
Interest Income from Securities,JPM,0.10539367214323551,0.048886361909001766,0.1045045109009495,0.0688011489732115
Interest Income from Deposits,JPM,0.10348059156806655,0.04730778684498548,0.10177572349549856,0.06499564764978995
Interest Income from Federal Funds Sold And Securities Purchase Under Agreements To Resell,JPM,0.10366849799927928,0.04700627219936315,0.10178775414248703,0.06532281210248633
Other Interest Income,JPM,0.10138198124381878,0.04657470331028344,0.10185106295696736,0.0650603718808649
Interest Expense,JPM,0.11232244327676731,0.04967794206389137,0.10276992827367709,0.06717146842508702
Interest Expense for Deposit,JPM,0.10618688980542995,0.04745270840046203,0.10177947074619989,0.06537548912266777
Interest Expense for Short Term Debt,JPM,0.1005241475361085,0.046155639636920785,0.10169959513914527,0.06490659277710653
Interest Expense for Long Term Debt And Capital Securities,JPM,0.10398593360679043,0.04762486353683349,0.10256994342045887,0.06622635291949984
Interest Expense for Federal Funds Sold And Securities Purchase Under Agreements To Resell,JPM,0.10221233456435566,0.04656886754294882,0.1017287842498714,0.06506863957461535
Other Interest Expense,JPM,0.10038436891810756,0.04608324833260317,0.101691114519137,0.06486927004531878
Non Interest Income,JPM,0.10999983066139797,0.054656963175057596,0.11535694337943635,0.08024859774008497
Fees And Commissions,JPM,0.10550552474616293,0.05069892345376829,0.10864325068870523,0.07242830433144476
Fees & Commission Income,JPM,0.10550552474616293,0.05069892345376829,0.10864325068870523,0.07242830433144476
Service Charge on Depositor Accounts,JPM,0.10186177394960305,0.0475380217610206,0.10399330701579998,0.06761816010743278
Trust Fees by Commissions,JPM,0.10250362666839373,0.048010441021442696,0.10451575265305349,0.06766091589511368
Securities Activities,JPM,0.10066169801460888,0.04644520485419127,0.10227548840482298,0.06551769345517552
Credit Card,JPM,0.10095343574654705,0.046665991385017945,0.10268098037545084,0.06586635391162309
Other Customer Services,JPM,0.10049622152103498,0.04624664981797269,0.10187670204071328,0.06504005697622094
Investment Banking Profit,JPM,0.10121115721544358,0.04698084492740514,0.10428125364863883,0.06705950022972379
Trading Gain Loss,JPM,0.10312126693794513,0.04810728696982922,0.1043406179886967,0.06807099350513601
Foreign Exchange Trading Gains,JPM,0.10099770145129125,0.04676311522708707,0.10222440746105226,0.06582336190412075
Gain Losson Saleof Assets,JPM,0.09976479759432236,0.045840647147692294,0.10161380282045698,0.06499210435246833
Gain on Sale of Security,JPM,0.09976479759432236,0.045840647147692294,0.10161380282045698,0.06499210435246833
Other Non Interest Income,JPM,0.1006134216587637,0.046525377181621724,0.10262733552330552,0.0659679284348429
Credit Losses Provision,JPM,0.0988640350655682,0.04517161810682983,0.10349314765903331,0.06070565947259201
Non Interest Expense,JPM,0.11239003017495056,0.056594298983312065,0.11566125958112836,0.08056418742153074
Occupancy And Equipment,JPM,0.10229804366381,0.04800460525410807,0.10452600828655186,0.06831170150318484
Net Occupancy Expense,JPM,0.10092461847567333,0.04670434071321691,0.10256540727487305,0.06586966098912327
Equipment,JPM,0.10161623297664286,0.04735211088736038,0.10363534596196264,0.06726075951759189
Professional Expense And Contract Services Expense,JPM,0.10176314164104555,0.04746549150986168,0.10361029854938007,0.06708146867311783
Selling General and Administrative,JPM,0.10782680047783195,0.05238045812718833,0.10987984342014331,0.0736684583940123
General & Administrative Expense,JPM,0.10714484124803145,0.05183703703086162,0.1092810722028154,0.07308357811612332
Salaries and Wages,JPM,0.10714484124803145,0.05183703703086162,0.1092810722028154,0.07308357811612332
Other G and A,JPM,0.11187970540019221,0.05430122927170815,0.11183280180030235,0.06726075951759189
Selling & Marketing Expense,JPM,0.1009247670183067,0.046595267442795935,0.10227351616761175,0.06540359928141931
Other Non Interest Expense,JPM,0.10123046775778163,0.04689928313156168,0.10266934417590462,0.06595871586180668
Income from Associates & Other Participating Interests,JPM,0.11187970540019221,0.05430122927170815,0.10167060325214027,0.06486147479121121
Special Income Charges,JPM,0.09990383349915644,0.04601488648668327,0.10159072764508564,0.07727821446788524
Restructuring & Mergers Acquisition,JPM,0.09993770121956473,0.04605184634646923,0.10167474495028384,0.07727821446788524
Other Special Charges,JPM,0.10088688864679742,0.04608880620625519,0.10175876225548203,0.07727821446788524
Pretax Income,JPM,0.10939481651568299,0.0524664662219534,0.11342178422778235,0.07327893190845537
Tax Provision,JPM,0.10203423194694533,0.04723150502911145,0.1038891728910473,0.06639761229004487
Net Income Common Stockholders,JPM,0.10733720395824527,0.05103892637443089,0.11084623965364358,0.0712935043092401
Net Income,JPM,0.10760339235724385,0.05128680753931119,0.11120735628701889,0.07170003862194081
Net Income Including Non-Controlling Interests,JPM,0.10760339235724385,0.05128680753931119,0.11120735628701889,0.07170003862194081
Net Income Continuous Operations,JPM,0.10760339235724385,0.05128680753931119,0.11120735628701889,0.07170003862194081
Preferred Stock Dividends,JPM,0.10046577028119419,0.04627346655834371,0.10199030290407984,0.06519265498087211
Diluted NI Available to Com Stockholders,JPM,0.10733720395824527,0.05103892637443089,0.11084623965364358,0.0712935043092401
Basic EPS,JPM,0.10024281020232399,0.04605184802772601,0.10167474798555691,0.06481872110352452
Diluted EPS,JPM,0.10024281019935313,0.04605184802633654,0.1016747479796402,0.06481872110116232
Basic Average Shares,JPM,0.10067931517092653,0.04646393488839859,0.10227065642365547,0.0655468429811414
Diluted Average Shares,JPM,0.10067998361277669,0.046464518465132054,0.1022716622646332,0.06554802408024861
Interest Income after Provision for Loan Loss,JPM,0.11212399031858533,0.05444076188999384,0.11381011773467255,0.07359452158990114
Net Income from Continuing & Discontinued Operation,JPM,0.10760339235724385,0.05128680753931119,0.11120735628701889,0.07170003862194081
Normalized Income,JPM,0.10787592768588106,0.051316966784896535,0.11127549432153461,0.07170003862194081
Total Money Market Investments,JPM,0.10690628177883964,0.048262212697879406,0.10188873268770175,0.06549974074874597
Reconciled Depreciation,JPM,0.10135866005037973,0.04703156052447986,0.10323912350622752,0.06685351654542684
Net Income from Continuing Operation Net Minority Interest,JPM,0.10760339235724385,0.05128680753931119,0.11120735628701889,0.07170003862194081
Total Unusual Items Excluding Goodwill,JPM,0.09990383349915644,0.04601488648668327,0.10159072764508564,0.07727821446788524
Total Unusual Items,JPM,0.09990383349915644,0.04601488648668327,0.10159072764508564,0.07727821446788524
Tax Rate for Calcs,JPM,0.1002428077885062,0.04605184634646923,0.10167474495028384,0.06481871900353031
Tax Effect of Unusual Items,JPM,0.10017636882779364,0.046045045732268614,0.10165886567960138,0.06481871900353031
Total Revenue,HSBC,0.10960381600083423,0.05383634313033617,0.11434577736124127,0.07976670930434444
Net Interest Income,HSBC,0.10556003989260962,0.050272634544658,0.1068990040990978,0.07133318923924226
Interest Income,HSBC,0.11522600613124574,0.0533918521850155,0.10881187697026497,0.07468231386763896
Interest Expense,HSBC,0.10990877402714232,0.049171063986826725,0.10358761782145098,0.068167843631927
Non Interest Income,HSBC,0.10428658389673079,0.04961555493214739,0.1091215182124273,0.0732522390686325
Total Premiums Earned,HSBC,0.10041452307268162,0.04615980804215981,0.10461791454059495,0.06769445910975837
Fees And Commissions,HSBC,0.10191524929761617,0.04762597511156389,0.10405720750144366,0.06738383004456287
Fees & Commission Income,HSBC,0.10247540356805347,0.04809200281728616,0.10478516025610683,0.06813430041728231
Fees & Commission Expense,HSBC,0.10080296205894351,0.04651787405219149,0.10240269770494699,0.06556918937624975
Income from Associates & Other Participating Interests,HSBC,0.10065976696037507,0.046430198595330804,0.10227548840482298,0.06519596205837229
Special Income Charges,HSBC,0.1002211205640342,0.0448935854773873,0.10104284014780733,0.06410462648331285
Restructuring & Mergers Acquisition,HSBC,0.09998627466067664,0.04648661101289885,0.10209739538464936,0.06530958379248562
Impairment of Capital Assets,HSBC,0.11187970540019221,0.04605129055910403,0.11183280180030235,0.06506651359622238
Write Off,HSBC,0.10066615429360998,0.04637364723092145,0.10179051527458274,0.06481871900353031
Other Special Charges,HSBC,0.10009768163570396,0.04645354166466931,0.101652458669797,0.0647844671294213
Pretax Income,HSBC,0.10475077962601125,0.048422001565375114,0.10540345662182588,0.0668920203763218
Tax Provision,HSBC,0.10110272109308366,0.04616425434108143,0.10250564848737294,0.06545131568535048
Net Income Common Stockholders,HSBC,0.10357491614025634,0.04804517773176785,0.10416114440247523,0.06573950386750903
Net Income,HSBC,0.10373846157959643,0.04821372025026549,0.1044195074771457,0.06605391244984758
Net Income Including Non-Controlling Interests,HSBC,0.1038908663214338,0.048309593570762914,0.10457255308473677,0.06625942369450163
Net Income Continuous Operations,HSBC,0.1038908663214338,0.048309593570762914,0.10457255308473677,0.06625942369450163
Minority Interests,HSBC,0.10009040304666883,0.045955973025971805,0.10152169934269277,0.06461320775887626
Preferred Stock Dividends,HSBC,0.11187970540019221,0.05430122927170815,0.10167612551633169,0.06483997878746005
Diluted NI Available to Com Stockholders,HSBC,0.10357491614025634,0.04804517773176785,0.10416114440247523,0.06573950386750903
Basic EPS,HSBC,0.10024280864262633,0.04605184684667786,0.10167474556167737,0.06481871922793914
Diluted EPS,HSBC,0.1002428086351992,0.04605184684667786,0.10167474556167737,0.06481871922793914
Basic Average Shares,HSBC,0.10082147047106138,0.04660343751706441,0.10247141044938607,0.06577158251926078
Diluted Average Shares,HSBC,0.1008250949113156,0.046607244660516044,0.10247555214752964,0.06577503132865382
Net Income from Continuing & Discontinued Operation,HSBC,0.10373846157959643,0.04821372025026549,0.1044195074771457,0.06605391244984758
Normalized Income,HSBC,0.10375600654419426,0.04931754285850057,0.10502626783296885,0.06655989176407782
Reconciled Depreciation,HSBC,0.10075765655576574,0.046586791685476595,0.10252004581901489,0.06605674708770488
Net Income from Continuing Operation Net Minority Interest,HSBC,0.10373846157959643,0.04821372025026549,0.1044195074771457,0.06605391244984758
Total Unusual Items Excluding Goodwill,HSBC,0.1002211205640342,0.0448935854773873,0.10104284014780733,0.06410462648331285
Total Unusual Items,HSBC,0.1002211205640342,0.0448935854773873,0.10104284014780733,0.06410462648331285
Tax Rate for Calcs,HSBC,0.1002428077885062,0.04605184634646923,0.10167474495028384,0.06481871900353031
Tax Effect of Unusual Items,HSBC,0.10023866552863205,0.04599740808562238,0.10153383017933158,0.06460092078486399
Total Revenue,MS,0.10776901739345111,0.05302836724817309,0.11280092395368871,0.07564420098054848
Net Interest Income,MS,0.1014653136611392,0.047347803535280064,0.10326140978671437,0.0663099747362901
Interest Income,MS,0.1077116799369704,0.049052403384356,0.10353081738976772,0.06721918482901819
Interest Income from Loans And Lease,MS,0.10208830146549192,0.04702280687347792,0.10250485959248845,0.06579714150394074
Interest Income from Loans,MS,0.10208830146549192,0.04702280687347792,0.10250485959248845,0.06579714150394074
Interest Income from Securities,MS,0.10150244931948164,0.04682300131568764,0.10262082714050848,0.06592871594448363
Interest Income from Federal Funds Sold And Securities Purchase Under Agreements To Resell,MS,0.10216688051854451,0.0464975878133616,0.10143847093237908,0.06477289235817067
Other Interest Income,MS,0.1026824719989709,0.046864546421236525,0.10199089457524321,0.06517659203301408
Interest Expense,MS,0.10648917406433739,0.04775644619554517,0.10194415255333718,0.06572792909625841
Interest Expense for Deposit,MS,0.10146323406427203,0.04630542433184285,0.10175540945222294,0.065043836493364
Interest Expense for Long Term Debt And Capital Securities,MS,0.10194168988635598,0.04675408368240253,0.10221217959034265,0.06558643342321498
Interest Expense for Federal Funds Sold And Securities Purchase Under Agreements To Resell,MS,0.10135999693408006,0.04636628304833252,0.10177217346851836,0.06505092308800725
Other Interest Expense,MS,0.1024526765451479,0.04648619417237495,0.10122862489310473,0.0645028931022631
Non Interest Income,MS,0.10654651152081811,0.05173241005936226,0.11121425911725817,0.07415294524778869
Fees And Commissions,MS,0.1033143723613258,0.048977788930577575,0.1060426587019839,0.06864406279195294
Fees & Commission Income,MS,0.10383070655491904,0.0494582671077951,0.10670158315425418,0.06933595064895491
Trust Fees by Commissions,MS,0.1031567686273205,0.04877214760545266,0.10561271098993685,0.0681900482951425
Securities Activities,MS,0.11187970540019221,0.05430122927170815,0.11183280180030235,0.06412683114652834
Other Customer Services,MS,0.10091674571610473,0.046737965848811666,0.10276361711460118,0.06596462135734273
Fees & Commission Expense,MS,0.10075914198209943,0.046532324523686754,0.10233366940255412,0.06551060686053228
Investment Banking Profit,MS,0.1009777967384197,0.04682980971091137,0.10384302254030463,0.0666314699132719
Trading Gain Loss,MS,0.10235345006605692,0.04776686720864272,0.1040023793069716,0.06790871048780575
Foreign Exchange Trading Gains,MS,0.10039937172407791,0.046272077089930704,0.10187354646117532,0.06503178928247048
Gain Losson Saleof Assets,MS,0.10032792271742706,0.04605393054908874,0.1019461247905484,0.06505163174747157
Gain on Sale of Security,MS,0.10032792271742706,0.04605393054908874,0.1019461247905484,0.06505163174747157
Other Non Interest Income,MS,0.1003876368560417,0.0460911683025573,0.10188025206769348,0.0649788760424676
Credit Losses Provision,MS,0.10016378310755349,0.046012941230905054,0.10167395605539935,0.06463895571941337
Non Interest Expense,MS,0.10575982973449194,0.05103184008552456,0.10892113891176683,0.07200405353213594
Occupancy And Equipment,MS,0.10052429607874186,0.04629208543507799,0.10201495586922016,0.06518698570515752
Professional Expense And Contract Services Expense,MS,0.10069705116135087,0.04647841314926211,0.10225320212433614,0.06533958370980868
Selling General and Administrative,MS,0.10397167351398692,0.049380734770349356,0.1066587856067706,0.06981169736933797
General & Administrative Expense,MS,0.1038382822292209,0.0492549878789723,0.10653197075408884,0.06970917796683238
Salaries and Wages,MS,0.1038382822292209,0.0492549878789723,0.10653197075408884,0.06970917796683238
Other G and A,MS,0.11187970540019221,0.05430122927170815,0.11183280180030235,0.06540100086338345
Selling & Marketing Expense,MS,0.10037619907327222,0.04617759323784629,0.10180155980296561,0.06492123840603589
Other Non Interest Expense,MS,0.10129523234593084,0.04703614577024278,0.10301843016229145,0.06612194375842272
Special Income Charges,MS,0.10006737893849653,0.04598654133105794,0.10158481093345198,0.06476415222477734
Restructuring & Mergers Acquisition,MS,0.10033876632966306,0.04611715136188052,0.10176467896711569,0.06487328578228328
Other Special Charges,MS,0.10032227809735901,0.05430122927170815,0.11183280180030235,0.07727821446788524
Pretax Income,MS,0.10199754191650301,0.04800946839355359,0.10555374109732121,0.06822453638907296
Tax Provision,MS,0.10062649341050024,0.04645618165465402,0.10257171843394898,0.06558383500517913
Net Income Common Stockholders,MS,0.10150987645115013,0.047516346053777705,0.1045475056721542,0.0672990271286654
Net Income,MS,0.10159261469793708,0.04758429105917371,0.10463980637363954,0.06741619216010035
Net Income Including Non-Controlling Interests,MS,0.10161385629450895,0.0476051330853688,0.10465676761365608,0.06745942038742414
Net Income Continuous Operations,MS,0.10161385629450895,0.0476051330853688,0.10465676761365608,0.06745942038742414
Net Income Discontinuous Operations,MS,0.11187970540019221,0.05430122927170815,0.11183280180030235,0.06481871900353031
Minority Interests,MS,0.10022156619193431,0.046031004320274134,0.1016577837102673,0.06477549077620653
Preferred Stock Dividends,MS,0.10032554603529314,0.04611979135186523,0.10176704565176917,0.06493588403496527
