breakdown,bank,12/31/2023,12/31/2022,12/31/2021,12/31/2020
"Professional Expense And Contract Services Expense",UBS,1619000.0,592000.0,540000.0,646000.0
"Selling General and Administrative",UBS,27597000.0,21324000.0,21854000.0,20595000.0
"General & Administrative Expense",UBS,27189000.0,21059000.0,21612000.0,20378000.0
"Salaries and Wages",UBS,22707000.0,17680000.0,18387000.0,17224000.0
"Rental & Landing Fees",UBS,78340455.8522935,59370784.164795734,51505248.92342425,813000.0
"Other G and A",UBS,4482000.0,3379000.0,3225000.0,3154000.0
"Selling & Marketing Expense",UBS,408000.0,265000.0,242000.0,217000.0
"Depreciation Amortization Depletion",UBS,2307000.0,2059000.0,2118000.0,2126000.0
"Depreciation & amortization",UBS,2307000.0,2059000.0,2118000.0,2126000.0
Depreciation,UBS,78340455.8522935,59370784.164795734,2108000.0,1997000.0
Amortization,UBS,78340455.8522935,59370784.164795734,51505248.92342425,57000.0
"Amortization of Intangibles",UBS,78340455.8522935,59370784.164795734,51505248.92342425,57000.0
"Other Non Interest Expense",UBS,-902000.0,59370784.164795734,-216000.0,-174000.0
"Income from Associates & Other Participating Interests",UBS,-348000.0,32000.0,105000.0,84000.0
"Special Income Charges",UBS,22718000.0,817000.0,-681000.0,729000.0
"Gain on Sale of Business",UBS,28000.0,1125000.0,130000.0,635000.0
"Restructuring & Mergers Acquisition",UBS,-24648000.0,59370784.164795734,51505248.92342425,88000.0
"Impairment of Capital Assets",UBS,593000.0,2000.0,10000.0,139000.0
"Write Off",UBS,508000.0,59370784.164795734,0.0,0.0
"Other Special Charges",UBS,857000.0,306000.0,811000.0,-94000.0
"Pretax Income",UBS,28739000.0,9604000.0,9484000.0,8155000.0
"Tax Provision",UBS,873000.0,1942000.0,1998000.0,1583000.0
"Net Income Common Stockholders",UBS,27849000.0,7630000.0,7457000.0,6557000.0
"Net Income",UBS,27850000.0,7629000.0,7457000.0,6557000.0
"Net Income Including Non-Controlling Interests",UBS,27866000.0,7661000.0,7486000.0,6572000.0
"Net Income Continuous Operations",UBS,27866000.0,7662000.0,7486000.0,6572000.0
"Minority Interests",UBS,-16000.0,-32000.0,-29000.0,-15000.0
"Average Dilution Earnings",UBS,0.0,0.0,0.0,-1000.0
"Diluted NI Available to Com Stockholders",UBS,27849000.0,7630000.0,7457000.0,6556000.0
"Basic EPS",UBS,78340455.8522935,2.34,2.14,1.85
"Diluted EPS",UBS,78340455.8522935,2.25,2.06,1.79
"Basic Average Shares",UBS,78340455.8522935,3260939.0,3482964.0,3583176.0
"Diluted Average Shares",UBS,78340455.8522935,3397470.0,3627241.0,3707028.0
"Rent Expense Supplemental",UBS,78340455.8522935,59370784.164795734,51505248.92342425,813000.0
"Interest Income after Provision for Loan Loss",UBS,6259000.0,6593000.0,6852000.0,5167000.0
"Net Income from Continuing & Discontinued Operation",UBS,27850000.0,7629000.0,7457000.0,6557000.0
"Normalized Income",UBS,5813540.0,6977034.0,7994309.0,5969426.0
"Total Money Market Investments",UBS,3948000.0,1378000.0,513000.0,862000.0
"Reconciled Depreciation",UBS,3750000.0,2061000.0,2118000.0,2126000.0
"Net Income from Continuing Operation Net Minority Interest",UBS,27850000.0,7629000.0,7457000.0,6557000.0
"Total Unusual Items Excluding Goodwill",UBS,22718000.0,817000.0,-681000.0,729000.0
"Total Unusual Items",UBS,22718000.0,817000.0,-681000.0,729000.0
"Tax Rate for Calcs",UBS,0.0,0.0,0.0,0.0
"Tax Effect of Unusual Items",UBS,681540.0,165034.0,-143691.0,141426.0
"Total Revenue",IBN,1355811552.0,1163639822.0,1185394470.0,831842119.0
"Net Interest Income",IBN,705234219.0,1513481098.0,465035764.0,954068654.0
"Interest Income",IBN,1210668098.0,668865377.0,891626638.0,1109731151.0
"Interest Income from Loans And Lease",IBN,879292351.0,354619197.0,602616872.0,219906420.0
"Interest Income from Loans",IBN,879292351.0,18195960.0,602616872.0,22433080.0
"Interest Income from Securities",IBN,279050297.0,681638979.0,232642538.0,411666711.0
"Interest Income from Deposits",IBN,23054570.0,336132833.0,18817238.0,52745342.82654964
"Other Interest Income",IBN,29270880.0,59370784.164795734,37549990.0,71131869.0
"Interest Expense",IBN,505433879.0,621237879.0,426590874.0,52745342.82654964
"Interest Expense for Deposit",IBN,394765407.0,59370784.164795734,337196585.0,172883870.0
"Interest Expense for Long Term Debt And Capital Securities",IBN,13380975.0,172883870.0,12001131.0,52745342.82654964
"Other Interest Expense",IBN,97287497.0,59370784.164795734,77393158.0,25126881.0
"Non Interest Income",IBN,650577333.0,25126881.0,720358706.0,63989978.0
"Total Premiums Earned",IBN,411367848.0,-165299829.0,479230586.0,-174340856.0
"Fees And Commissions",IBN,196484672.0,731517275.0,140230546.0,52745342.82654964
"Fees & Commission Income",IBN,196484672.0,59370784.164795734,140230546.0,26994748.0
"Foreign Exchange Trading Gains",IBN,30509008.0,1926738.0,19721169.0,344502441.0
"Gain Losson Saleof Assets",IBN,11412527.0,279095351.0,79823949.0,219013996.0
"Gain on Sale of Security",IBN,11412527.0,123539521.0,79823949.0,52745342.82654964
"Other Non Interest Income",IBN,803278.0,59370784.164795734,1352456.0,72063619.0
"Credit Losses Provision",IBN,-187333629.0,9324939.0,-220417554.0,52745342.82654964
"Non Interest Expense",IBN,824390232.0,59370784.164795734,762716696.0,13300074.0
"Occupancy And Equipment",IBN,34644161.0,13300074.0,21785244.0,52745342.82654964
Equipment,IBN,34644161.0,524821878.0,21785244.0,421270259.0
"Professional Expense And Contract Services Expense",IBN,2020560.0,7544279.0,2372867.0,542579.0
"Selling General and Administrative",IBN,312136641.0,59370784.164795734,290155674.0,-56635.0
"General & Administrative Expense",IBN,246729551.0,265382605.0,241235613.0,52745342.82654964
"Salaries and Wages",IBN,152479092.0,424375508.0,110634504.0,251100960.0
"Rental & Landing Fees",IBN,15846567.0,251100960.0,13829516.0,441167546.0
"Insurance & Claims",IBN,68215530.0,441167546.0,108819710.0,265382605.0
"Other G and A",IBN,10188362.0,0.0,7951883.0,-16792038.0
"Selling & Marketing Expense",IBN,65407090.0,424375508.0,48920061.0,251100960.0
"Depreciation Amortization Depletion",IBN,15145592.0,72.42,13400744.0,112.74
"Depreciation & amortization",IBN,15145592.0,3492706.0,13400744.0,3466826.0
Depreciation,IBN,15145592.0,3537972.0,13400744.0,52745342.82654964
"Other Non Interest Expense",IBN,460443278.0,666542290.0,435002167.0,368061087.0
"Income from Associates & Other Participating Interests",IBN,9982876.0,251100960.0,1442857.0,423995703.0
"Special Income Charges",IBN,542579.0,26697670.0,-63424.0,18195960.0
"Other Special Charges",IBN,-542579.0,14794572.0,63424.0,424375508.0
"Pretax Income",IBN,354613146.0,542579.0,203639653.0,56635.0
"Tax Provision",IBN,117934400.0,56635.0,56643700.0,0.0
"Net Income Common Stockholders",IBN,340366408.0,162774.0,183843186.0,13706.0
"Total Revenue",BNPQY,59735000.0,57477000.0,56355000.0,52285000.0
"Net Interest Income",BNPQY,19058000.0,20933000.0,19238000.0,19286000.0
"Interest Income",BNPQY,79542000.0,41082000.0,29518000.0,31169000.0
"Interest Expense",BNPQY,60484000.0,20149000.0,10280000.0,11883000.0
"Non Interest Income",BNPQY,40677000.0,36544000.0,37117000.0,32999000.0
"Total Premiums Earned",BNPQY,2320000.0,1901000.0,4332000.0,4114000.0
"Fees And Commissions",BNPQY,9821000.0,10165000.0,10362000.0,9579000.0
"Fees & Commission Income",BNPQY,15011000.0,14622000.0,15037000.0,13304000.0
"Fees & Commission Expense",BNPQY,5190000.0,4457000.0,4675000.0,3725000.0
"Dividend Income",BNPQY,84000.0,129000.0,106000.0,53000.0
"Income from Associates & Other Participating Interests",BNPQY,593000.0,655000.0,494000.0,423000.0
"Special Income Charges",BNPQY,-123000.0,-52000.0,917000.0,1029000.0
"Restructuring & Mergers Acquisition",BNPQY,0.0,-249000.0,-91000.0,-5000.0
"Impairment of Capital Assets",BNPQY,19000.0,20000.0,8000.0,6000.0
"Write Off",BNPQY,78340455.8522935,17000.0,-12000.0,17000.0
"Other Special Charges",BNPQY,104000.0,253000.0,-834000.0,-1030000.0
"Pretax Income",BNPQY,11725000.0,13214000.0,12744000.0,9337000.0
"Tax Provision",BNPQY,3266000.0,3653000.0,3584000.0,2301000.0
"Net Income Common Stockholders",BNPQY,10298000.0,9273000.0,9052000.0,6626000.0
"Net Income",BNPQY,10975000.0,9848000.0,9488000.0,7067000.0
"Net Income Including Non-Controlling Interests",BNPQY,11406000.0,10248000.0,9880000.0,7415000.0
"Net Income Continuous Operations",BNPQY,8459000.0,9561000.0,9160000.0,7036000.0
"Net Income Discontinuous Operations",BNPQY,2947000.0,687000.0,720000.0,379000.0
"Minority Interests",BNPQY,-431000.0,-400000.0,-392000.0,-348000.0
"Diluted NI Available to Com Stockholders",BNPQY,10298000.0,9273000.0,9052000.0,6626000.0
"Basic EPS",BNPQY,4.29,3.76,3.63,2.65
"Diluted EPS",BNPQY,4.29,3.76,3.63,2.65
"Basic Average Shares",BNPQY,2400735.0,2465983.0,2494029.0,2495643.0
"Diluted Average Shares",BNPQY,2400735.0,2465983.0,2494029.0,2495644.0
"Net Income from Continuing & Discontinued Operation",BNPQY,10975000.0,9848000.0,9488000.0,7067000.0
"Normalized Income",BNPQY,8045675.0,9121512.0,7930460.0,5815288.0
"Reconciled Depreciation",BNPQY,6245000.0,6465000.0,6781000.0,6325000.0
"Net Income from Continuing Operation Net Minority Interest",BNPQY,8028000.0,9161000.0,8768000.0,6688000.0
"Total Unusual Items Excluding Goodwill",BNPQY,-25000.0,96000.0,1188000.0,1173000.0
"Total Unusual Items",BNPQY,-25000.0,96000.0,1188000.0,1173000.0
"Tax Rate for Calcs",BNPQY,0.0,0.0,0.0,0.0
"Tax Effect of Unusual Items",BNPQY,-7325.0,28512.0,350460.0,300288.0
"Total Revenue",SMFG,3719457000.0,3423103000.0,3050719000.0,1786581000.0
"Net Interest Income",SMFG,1717793000.0,5745526000.0,1335217000.0,1907991000.0
"Interest Income",SMFG,3779715000.0,1389959000.0,1853039000.0,3519663000.0
"Interest Income from Loans And Lease",SMFG,2551249000.0,7307000.0,1386162000.0,6932000.0
"Interest Income from Loans",SMFG,2542573000.0,347883000.0,1379622000.0,81592000.0
"Interest Income from Leases",SMFG,8676000.0,52865000.0,6540000.0,6166000.0
"Interest Income from Securities",SMFG,437385000.0,142649000.0,283786000.0,3958945000.0
"Interest Income from Deposits",SMFG,304299000.0,1803563000.0,17891000.0,111577000.0
"Interest Income from Federal Funds Sold And Securities Purchase Under Agreements To Resell",SMFG,20232000.0,3781000.0,10056000.0,324898000.0
"Other Interest Income",SMFG,466550000.0,132389000.0,155144000.0,5872000.0
"Interest Expense",SMFG,2061922000.0,20190000.0,517822000.0,2197588000.0
"Interest Expense for Deposit",SMFG,1056203000.0,1380372000.0,187970000.0,1205472000.0
"Interest Expense for Short Term Debt",SMFG,63168000.0,1420804000.0,7878000.0,291703000.0
"Interest Expense for Long Term Debt And Capital Securities",SMFG,343037000.0,152797000.0,242176000.0,189596000.0
"Interest Expense for Federal Funds Sold And Securities Purchase Under Agreements To Resell",SMFG,275765000.0,173799000.0,7097000.0,304238000.0
"Other Interest Expense",SMFG,323749000.0,486996000.0,72701000.0,287641000.0
"Non Interest Income",SMFG,2001664000.0,215332000.0,1715502000.0,79840000.0
"Fees And Commissions",SMFG,1225740000.0,22331000.0,1098916000.0,75307000.0
"Fees & Commission Income",SMFG,1448061000.0,59370784.164795734,1303268000.0,261875000.0
"Service Charge on Depositor Accounts",SMFG,479910000.0,297275000.0,397450000.0,251756000.0
"Trust Fees by Commissions",SMFG,151816000.0,-27551000.0,169294000.0,533010000.0
"Securities Activities",SMFG,121641000.0,-70571000.0,170668000.0,-274400000.0
"Credit Card",SMFG,380165000.0,2136586000.0,307128000.0,60147000.0
"Other Customer Services",SMFG,314529000.0,8864000.0,258728000.0,52745342.82654964
"Fees & Commission Expense",SMFG,222321000.0,59370784.164795734,204352000.0,1988330000.0
"Dividend Income",SMFG,78340455.8522935,1988330000.0,74109000.0,1651595000.0
"Trading Gain Loss",SMFG,5934000.0,680177000.0,181526000.0,26380000.0
"Foreign Exchange Trading Gains",SMFG,78340455.8522935,1207167000.0,168462000.0,946429000.0
"Gain Losson Saleof Assets",SMFG,261875000.0,59370784.164795734,51290000.0,258516000.0
"Gain on Sale of Security",SMFG,297275000.0,258516000.0,72052000.0,194484000.0
"Gain on Saleof Loans",SMFG,-35400000.0,194484000.0,-20762000.0,324429000.0
"Other Non Interest Income",SMFG,508115000.0,24031000.0,383770000.0,28500000.0
"Credit Losses Provision",SMFG,-210200000.0,-111033000.0,-360500000.0,0.0
"Non Interest Expense",SMFG,2403834000.0,-22040000.0,2004957000.0,52745342.82654964
"Occupancy And Equipment",SMFG,78340455.8522935,108920000.0,56389000.0,174782000.0
"Net Occupancy Expense",SMFG,78340455.8522935,113074000.0,51505248.92342425,2113000.0
Equipment,SMFG,78340455.8522935,59370784.164795734,56389000.0,1152882000.0
"Selling General and Administrative",SMFG,1785029000.0,313699000.0,1588263000.0,214535000.0
"General & Administrative Expense",SMFG,1785029000.0,706631000.0,1588263000.0,832658000.0
"Salaries and Wages",SMFG,749849000.0,839183000.0,646959000.0,715052000.0
"Rental & Landing Fees",SMFG,31314000.0,715052000.0,23419000.0,-12364000.0
"Other G and A",SMFG,1003866000.0,-6525000.0,917885000.0,-8421000.0
"Selling & Marketing Expense",SMFG,78340455.8522935,59370784.164795734,89924000.0,832658000.0
"Depreciation Amortization Depletion",SMFG,195530000.0,120.33,182240000.0,103.1
"Depreciation & amortization",SMFG,195530000.0,103.06,182240000.0,6733330.0
Depreciation,SMFG,195530000.0,6735522.0,182240000.0,6856490.0
"Other Non Interest Expense",SMFG,423275000.0,24989000.0,234454000.0,1552826000.0
"Income from Associates & Other Participating Interests",SMFG,55500000.0,832658000.0,25000000.0,706631000.0
"Special Income Charges",SMFG,-62458000.0,792037584.0,-38025000.0,134457000.0
"Gain on Sale of Business",SMFG,78340455.8522935,317074000.0,-680000.0,241916000.0
"Restructuring & Mergers Acquisition",SMFG,78340455.8522935,706631000.0,-405000.0,-172119000.0
"Impairment of Capital Assets",SMFG,59045000.0,-172119000.0,42525000.0,-111033000.0
"Write Off",SMFG,78340455.8522935,0.0,2607000.0,-46833551.0
"Total Revenue",BMO,33055000.0,26259000.0,26909000.0,25025000.0
"Net Interest Income",BMO,18681000.0,15885000.0,14310000.0,13971000.0
"Interest Income",BMO,55574000.0,26897000.0,19887000.0,23315000.0
"Interest Income from Loans And Lease",BMO,40169000.0,20464000.0,15727000.0,17945000.0
"Interest Income from Loans",BMO,40169000.0,20464000.0,15727000.0,17945000.0
"Interest Income from Securities",BMO,11392000.0,5590000.0,3963000.0,4980000.0
"Interest Income from Deposits",BMO,4013000.0,843000.0,197000.0,390000.0
"Interest Expense",BMO,36893000.0,11012000.0,5577000.0,9344000.0
"Interest Expense for Deposit",BMO,26547000.0,6711000.0,3220000.0,6239000.0
"Interest Expense for Long Term Debt And Capital Securities",BMO,430000.0,227000.0,195000.0,265000.0
"Other Interest Expense",BMO,9916000.0,4074000.0,2162000.0,2840000.0
"Non Interest Income",BMO,14374000.0,10374000.0,12599000.0,11054000.0
"Total Premiums Earned",BMO,2498000.0,-157000.0,1941000.0,2178000.0
"Fees And Commissions",BMO,7885000.0,7470000.0,7760000.0,7134000.0
"Fees & Commission Income",BMO,7885000.0,7470000.0,7760000.0,7134000.0
"Service Charge on Depositor Accounts",BMO,3065000.0,2758000.0,2634000.0,2516000.0
"Trust Fees by Commissions",BMO,3095000.0,3082000.0,3577000.0,3224000.0
"Securities Activities",BMO,1025000.0,1082000.0,1107000.0,1036000.0
"Credit Card",BMO,700000.0,548000.0,442000.0,358000.0
"Investment Banking Profit",BMO,1107000.0,1193000.0,1421000.0,1070000.0
"Trading Gain Loss",BMO,1795000.0,537000.0,296000.0,15000.0
"Foreign Exchange Trading Gains",BMO,235000.0,181000.0,167000.0,127000.0
"Gain Losson Saleof Assets",BMO,181000.0,281000.0,591000.0,124000.0
"Gain on Sale of Security",BMO,181000.0,281000.0,591000.0,124000.0
"Other Non Interest Income",BMO,673000.0,869000.0,423000.0,406000.0
"Credit Losses Provision",BMO,-1473000.0,-313000.0,-20000.0,-2953000.0
"Non Interest Expense",BMO,21116000.0,14542000.0,16037000.0,15871000.0
"Occupancy And Equipment",BMO,4879000.0,3635000.0,3396000.0,3202000.0
"Professional Expense And Contract Services Expense",BMO,1147000.0,788000.0,607000.0,555000.0
"Selling General and Administrative",BMO,14268000.0,8629000.0,10118000.0,9652000.0
"General & Administrative Expense",BMO,13454000.0,8112000.0,9721000.0,9652000.0
"Salaries and Wages",BMO,11515000.0,8795000.0,8322000.0,7944000.0
"Insurance & Claims",BMO,1939000.0,-683000.0,1399000.0,1708000.0
"Other G and A",BMO,78340455.8522935,59370784.164795734,51505248.92342425,688000.0
"Selling & Marketing Expense",BMO,814000.0,517000.0,397000.0,52745342.82654964
"Depreciation Amortization Depletion",BMO,1015000.0,604000.0,634000.0,620000.0
"Depreciation & amortization",BMO,1015000.0,604000.0,634000.0,620000.0
Amortization,BMO,1015000.0,604000.0,634000.0,620000.0
"Amortization of Intangibles",BMO,1015000.0,604000.0,634000.0,620000.0
"Other Non Interest Expense",BMO,-193000.0,886000.0,1282000.0,1842000.0
"Income from Associates & Other Participating Interests",BMO,185000.0,274000.0,248000.0,161000.0
"Special Income Charges",BMO,-4788000.0,6208000.0,-842000.0,-14000.0
"Gain on Sale of Business",BMO,0.0,-37000.0,-857000.0,52745342.82654964
"Restructuring & Mergers Acquisition",BMO,4761000.0,-7387000.0,-15000.0,14000.0
"Other Special Charges",BMO,27000.0,1142000.0,51505248.92342425,52745342.82654964
"Pretax Income",BMO,5863000.0,17886000.0,10258000.0,6348000.0
"Tax Provision",BMO,1486000.0,4349000.0,2504000.0,1251000.0
"Net Income Common Stockholders",BMO,4034000.0,13306000.0,7510000.0,4850000.0
"Net Income",BMO,4365000.0,13537000.0,7754000.0,5097000.0
"Net Income Including Non-Controlling Interests",BMO,4377000.0,13537000.0,7754000.0,5097000.0
"Net Income Continuous Operations",BMO,4377000.0,13537000.0,7754000.0,5097000.0
"Minority Interests",BMO,-12000.0,0.0,51505248.92342425,52745342.82654964
"Preferred Stock Dividends",BMO,331000.0,231000.0,244000.0,247000.0
"Diluted NI Available to Com Stockholders",BMO,4034000.0,13306000.0,7510000.0,4850000.0
"Basic EPS",BMO,5.69,20.04,11.6,7.56
"Diluted EPS",BMO,5.68,19.99,11.58,7.55
"Basic Average Shares",BMO,709364.0,663990.0,647163.0,641424.0
"Diluted Average Shares",BMO,710515.0,665707.0,648676.0,642128.0
"Interest Income after Provision for Loan Loss",BMO,17208000.0,15572000.0,14290000.0,11018000.0
"Net Income from Continuing & Discontinued Operation",BMO,4365000.0,13537000.0,7754000.0,5097000.0
"Normalized Income",BMO,7941636.0,8837544.0,8390552.0,5108242.0
"Total Money Market Investments",BMO,4013000.0,843000.0,197000.0,390000.0
"Reconciled Depreciation",BMO,2099000.0,1480000.0,1565000.0,1618000.0
"Net Income from Continuing Operation Net Minority Interest",BMO,4365000.0,13537000.0,7754000.0,5097000.0
"Total Unusual Items Excluding Goodwill",BMO,-4788000.0,6208000.0,-842000.0,-14000.0
"Total Unusual Items",BMO,-4788000.0,6208000.0,-842000.0,-14000.0
"Tax Rate for Calcs",BMO,0.0,0.0,0.0,0.0
"Tax Effect of Unusual Items",BMO,-1211364.0,1508544.0,-205448.0,-2758.0
"Total Revenue",BBVA,29542000.0,24743000.0,22996000.0,22271000.0
"Net Interest Income",BBVA,23089000.0,19124000.0,14686000.0,14592000.0
"Interest Income",BBVA,23089000.0,19124000.0,23014000.0,22389000.0
"Interest Income from Securities",BBVA,78340455.8522935,29799000.0,21628000.0,21037000.0
"Other Interest Income",BBVA,78340455.8522935,1633000.0,1386000.0,1352000.0
"Interest Expense",BBVA,78340455.8522935,12279000.0,8328000.0,7798000.0
"Other Interest Expense",BBVA,78340455.8522935,12279000.0,8328000.0,7798000.0
"Non Interest Income",BBVA,6453000.0,5619000.0,8310000.0,7679000.0
"Total Premiums Earned",BBVA,78340455.8522935,1211000.0,908000.0,977000.0
"Fees And Commissions",BBVA,6288000.0,5372000.0,4765000.0,4123000.0
"Fees & Commission Income",BBVA,78340455.8522935,8261000.0,6997000.0,5980000.0
"Service Charge on Depositor Accounts",BBVA,78340455.8522935,2364000.0,2061000.0,1733000.0
"Trust Fees by Commissions",BBVA,78340455.8522935,1228000.0,1250000.0,1100000.0
"Securities Activities",BBVA,78340455.8522935,459000.0,436000.0,502000.0
"Credit Card",BBVA,78340455.8522935,3499000.0,2628000.0,2089000.0
"Other Customer Services",BBVA,78340455.8522935,711000.0,622000.0,556000.0
"Fees & Commission Expense",BBVA,78340455.8522935,2907000.0,2232000.0,1857000.0
"Dividend Income",BBVA,78340455.8522935,123000.0,176000.0,137000.0
"Trading Gain Loss",BBVA,2183000.0,1938000.0,341000.0,777000.0
"Foreign Exchange Trading Gains",BBVA,78340455.8522935,1275000.0,883000.0,359000.0
"Gain Losson Saleof Assets",BBVA,0.0,0.0,576000.0,814000.0
"Gain on Sale of Security",BBVA,0.0,0.0,680000.0,822000.0
"Gain on Saleof Investment Property",BBVA,78340455.8522935,-32000.0,-104000.0,-8000.0
"Other Non Interest Income",BBVA,-2018000.0,-1691000.0,661000.0,492000.0
"Credit Losses Provision",BBVA,-4428000.0,-3379000.0,-3025000.0,-5352000.0
"Non Interest Expense",BBVA,12681000.0,10993000.0,11709000.0,10623000.0
"Occupancy And Equipment",BBVA,78340455.8522935,440000.0,380000.0,404000.0
"Net Occupancy Expense",BBVA,78340455.8522935,440000.0,380000.0,404000.0
"Selling General and Administrative",BBVA,10905000.0,9374000.0,8459000.0,8061000.0
"General & Administrative Expense",BBVA,10905000.0,9374000.0,8252000.0,7875000.0
"Salaries and Wages",BBVA,6530000.0,5601000.0,5107000.0,4905000.0
"Insurance & Claims",BBVA,78340455.8522935,997000.0,829000.0,800000.0
"Other G and A",BBVA,4375000.0,3773000.0,2316000.0,2170000.0
"Selling & Marketing Expense",BBVA,78340455.8522935,282000.0,207000.0,186000.0
"Depreciation Amortization Depletion",BBVA,1403000.0,1328000.0,1234000.0,1288000.0
"Depreciation & amortization",BBVA,1403000.0,1328000.0,1234000.0,1288000.0
Depreciation,BBVA,78340455.8522935,818000.0,740000.0,781000.0
Amortization,BBVA,78340455.8522935,510000.0,494000.0,507000.0
"Amortization of Intangibles",BBVA,78340455.8522935,510000.0,494000.0,507000.0
"Other Non Interest Expense",BBVA,373000.0,291000.0,1636000.0,870000.0
"Income from Associates & Other Participating Interests",BBVA,78340455.8522935,21000.0,1000.0,-39000.0
"Special Income Charges",BBVA,-13000.0,30000.0,-1014000.0,-1009000.0
"Gain on Sale of Business",BBVA,78340455.8522935,-11000.0,24000.0,-7000.0
"Restructuring & Mergers Acquisition",BBVA,78340455.8522935,0.0,0.0,0.0
"Impairment of Capital Assets",BBVA,78340455.8522935,-28000.0,180000.0,144000.0
"Write Off",BBVA,78340455.8522935,234000.0,138000.0,302000.0
"Other Special Charges",BBVA,13000.0,-30000.0,720000.0,556000.0
"Pretax Income",BBVA,12419000.0,10402000.0,7247000.0,5248000.0
"Tax Provision",BBVA,4003000.0,3438000.0,1909000.0,1459000.0
"Net Income Common Stockholders",BBVA,7675000.0,6045000.0,4293000.0,917000.0
"Net Income",BBVA,8019000.0,6358000.0,4653000.0,1305000.0
"Net Income Including Non-Controlling Interests",BBVA,8416000.0,6764000.0,5618000.0,2060000.0
"Net Income Continuous Operations",BBVA,8416000.0,6965000.0,5338000.0,3789000.0
"Net Income Discontinuous Operations",BBVA,0.0,-201000.0,280000.0,-1729000.0
"Net Income from Tax Loss Carryforward",BBVA,78340455.8522935,59370784.164795734,51505248.92342425,-1780000.0
"Minority Interests",BBVA,-397000.0,-405000.0,-965000.0,-756000.0
"Diluted NI Available to Com Stockholders",BBVA,7675000.0,6045000.0,4293000.0,917000.0
"Basic EPS",BBVA,1.29,0.98,0.67,0.14
"Diluted EPS",BBVA,1.29,0.98,0.67,0.14
"Basic Average Shares",BBVA,5838000.0,6030000.0,6401000.0,6653534.0
"Diluted Average Shares",BBVA,5838000.0,6030000.0,6401000.0,6653534.0
"Interest Income after Provision for Loan Loss",BBVA,18661000.0,15745000.0,11661000.0,9240000.0
"Net Income from Continuing & Discontinued Operation",BBVA,8019000.0,6358000.0,4653000.0,1305000.0
"Normalized Income",BBVA,8027810.0,6538915.0,5196966.0,3768274.0
"Reconciled Depreciation",BBVA,1403000.0,1328000.0,1234000.0,1288000.0
"Net Income from Continuing Operation Net Minority Interest",BBVA,8019000.0,6559000.0,4373000.0,3034000.0
"Total Unusual Items Excluding Goodwill",BBVA,-13000.0,30000.0,-1118000.0,-1017000.0
"Total Unusual Items",BBVA,-13000.0,30000.0,-1118000.0,-1017000.0
"Tax Rate for Calcs",BBVA,0.0,0.0,0.0,0.0
"Tax Effect of Unusual Items",BBVA,-4190.0,9915.0,-294034.0,-282726.0
"Total Revenue",USB,28013000.0,24184000.0,22721000.0,23226000.0
"Net Interest Income",USB,17396000.0,14728000.0,12494000.0,12825000.0
"Interest Income",USB,30007000.0,17945000.0,13487000.0,14840000.0
"Interest Income from Loans And Lease",USB,22471000.0,13804000.0,10979000.0,12234000.0
"Interest Income from Loans",USB,22471000.0,13804000.0,10979000.0,12234000.0
"Interest Income from Securities",USB,4485000.0,3378000.0,2365000.0,2428000.0
"Other Interest Income",USB,3051000.0,763000.0,143000.0,178000.0
"Interest Expense",USB,12611000.0,3217000.0,993000.0,2015000.0
"Interest Expense for Deposit",USB,8775000.0,1872000.0,320000.0,950000.0
"Interest Expense for Short Term Debt",USB,1971000.0,565000.0,70000.0,141000.0
"Interest Expense for Long Term Debt And Capital Securities",USB,1865000.0,780000.0,603000.0,924000.0
"Non Interest Income",USB,10617000.0,9456000.0,10227000.0,10401000.0
"Fees And Commissions",USB,10004000.0,9163000.0,9403000.0,9476000.0
"Fees & Commission Income",USB,10004000.0,9163000.0,9403000.0,9476000.0
"Service Charge on Depositor Accounts",USB,5915000.0,5442000.0,6064000.0,6402000.0
"Trust Fees by Commissions",USB,2459000.0,2209000.0,1832000.0,1736000.0
"Credit Card",USB,1630000.0,1512000.0,1507000.0,1338000.0
"Gain Losson Saleof Assets",USB,-145000.0,20000.0,103000.0,177000.0
"Gain on Sale of Security",USB,-145000.0,20000.0,103000.0,177000.0
"Other Non Interest Income",USB,758000.0,273000.0,721000.0,748000.0
"Credit Losses Provision",USB,-2275000.0,-1977000.0,1173000.0,-3806000.0
"Non Interest Expense",USB,17864000.0,14577000.0,13728000.0,13369000.0
"Occupancy And Equipment",USB,1266000.0,1096000.0,1048000.0,1092000.0
"Professional Expense And Contract Services Expense",USB,560000.0,529000.0,492000.0,430000.0
"Selling General and Administrative",USB,11142000.0,9613000.0,9094000.0,8256000.0
"General & Administrative Expense",USB,10416000.0,9157000.0,8728000.0,7938000.0
"Salaries and Wages",USB,10416000.0,9157000.0,8728000.0,7938000.0
"Other G and A",USB,78340455.8522935,59370784.164795734,51505248.92342425,1582000.0
"Selling & Marketing Expense",USB,726000.0,456000.0,366000.0,318000.0
"Depreciation Amortization Depletion",USB,636000.0,215000.0,159000.0,176000.0
"Depreciation & amortization",USB,636000.0,215000.0,159000.0,176000.0
Amortization,USB,636000.0,215000.0,159000.0,176000.0
"Amortization of Intangibles",USB,636000.0,215000.0,159000.0,176000.0
"Other Non Interest Expense",USB,4260000.0,3124000.0,2935000.0,3415000.0
"Special Income Charges",USB,-1009000.0,-329000.0,0.0,0.0
"Restructuring & Mergers Acquisition",USB,1009000.0,329000.0,0.0,0.0
