breakdown,bank,12/31/2023,12/31/2022,12/31/2021,12/31/2020
"Net Income from Continuing & Discontinued Operation",RY,14859000.0,15794000.0,16038000.0,11432000.0
"Normalized Income",RY,15176170.0,15729548.0,16040334.0,11467900.0
"Total Money Market Investments",RY,29016000.0,7144000.0,1614000.0,4975000.0
"Reconciled Depreciation",RY,2870000.0,2652000.0,2592000.0,2648000.0
"Net Income from Continuing Operation Net Minority Interest",RY,14859000.0,15794000.0,16038000.0,11432000.0
"Total Unusual Items Excluding Goodwill",RY,-394000.0,82000.0,-3000.0,-50000.0
"Total Unusual Items",RY,-394000.0,82000.0,-3000.0,-50000.0
"Tax Rate for Calcs",RY,0.0,0.0,0.0,0.0
"Tax Effect of Unusual Items",RY,-76830.0,17548.0,-666.0,-14100.0
"Total Revenue",GS,46254000.0,47365000.0,59339000.0,44559000.0
"Net Interest Income",GS,6351000.0,7678000.0,6470000.0,4751000.0
"Interest Income",GS,68515000.0,29024000.0,12120000.0,13689000.0
"Interest Income from Loans And Lease",GS,14905000.0,9059000.0,5319000.0,4883000.0
"Interest Income from Loans",GS,14905000.0,9059000.0,5319000.0,4883000.0
"Interest Income from Securities",GS,12316000.0,7286000.0,6305000.0,6837000.0
"Interest Income from Deposits",GS,10949000.0,3233000.0,-24000.0,245000.0
"Interest Income from Federal Funds Sold And Securities Purchase Under Agreements To Resell",GS,16405000.0,4468000.0,-980000.0,282000.0
"Other Interest Income",GS,13940000.0,4978000.0,1500000.0,1442000.0
"Interest Expense",GS,62164000.0,21346000.0,5650000.0,8938000.0
"Interest Expense for Deposit",GS,17010000.0,5823000.0,1303000.0,2386000.0
"Interest Expense for Short Term Debt",GS,1322000.0,541000.0,527000.0,542000.0
"Interest Expense for Long Term Debt And Capital Securities",GS,11084000.0,5716000.0,3231000.0,4153000.0
"Interest Expense for Federal Funds Sold And Securities Purchase Under Agreements To Resell",GS,12705000.0,2808000.0,0.0,599000.0
"Other Interest Expense",GS,20043000.0,6458000.0,589000.0,1258000.0
"Non Interest Income",GS,39903000.0,39687000.0,52869000.0,39808000.0
"Fees And Commissions",GS,13321000.0,13039000.0,11761000.0,10525000.0
"Fees & Commission Income",GS,13321000.0,13039000.0,11761000.0,10525000.0
"Trust Fees by Commissions",GS,9532000.0,9005000.0,8171000.0,6986000.0
"Other Customer Services",GS,3789000.0,4034000.0,3590000.0,3539000.0
"Investment Banking Profit",GS,6218000.0,7360000.0,14136000.0,9100000.0
"Trading Gain Loss",GS,17537000.0,7626000.0,21345000.0,23496000.0
"Foreign Exchange Trading Gains",GS,2827000.0,11662000.0,5627000.0,-3312000.0
"Gain Losson Saleof Assets",GS,0.0,0.0,0.0,0.0
"Gain on Sale of Security",GS,0.0,0.0,0.0,0.0
"Other Non Interest Income",GS,78340455.8522935,59370784.164795734,11671000.0,-1000.0
"Credit Losses Provision",GS,-1028000.0,-2715000.0,-357000.0,-3098000.0
"Non Interest Expense",GS,32794000.0,30274000.0,31795000.0,25392000.0
"Occupancy And Equipment",GS,1053000.0,1026000.0,981000.0,960000.0
"Net Occupancy Expense",GS,1053000.0,1026000.0,981000.0,960000.0
"Professional Expense And Contract Services Expense",GS,1623000.0,1887000.0,1648000.0,1306000.0
"Selling General and Administrative",GS,16128000.0,15960000.0,18272000.0,13710000.0
"General & Administrative Expense",GS,15499000.0,15148000.0,17719000.0,13309000.0
"Salaries and Wages",GS,15499000.0,15148000.0,17719000.0,13309000.0
"Other G and A",GS,78340455.8522935,59370784.164795734,51505248.92342425,5488000.0
"Selling & Marketing Expense",GS,629000.0,812000.0,553000.0,401000.0
"Depreciation Amortization Depletion",GS,4856000.0,2455000.0,2015000.0,1902000.0
"Depreciation & amortization",GS,4856000.0,2455000.0,2015000.0,1902000.0
"Other Non Interest Expense",GS,9134000.0,8946000.0,8879000.0,7514000.0
"Special Income Charges",GS,-1693000.0,-890000.0,-143000.0,-3590000.0
"Impairment of Capital Assets",GS,1578000.0,314000.0,143000.0,171000.0
"Loss on Extinguishment of Debt",GS,78340455.8522935,0.0,0.0,-1000.0
"Other Special Charges",GS,115000.0,576000.0,534000.0,3420000.0
"Pretax Income",GS,10739000.0,13486000.0,27044000.0,12479000.0
"Tax Provision",GS,2223000.0,2225000.0,5409000.0,3020000.0
"Net Income Common Stockholders",GS,7907000.0,10764000.0,21151000.0,8915000.0
"Net Income",GS,8516000.0,11261000.0,21635000.0,9459000.0
"Net Income Including Non-Controlling Interests",GS,8516000.0,11261000.0,21635000.0,9459000.0
"Net Income Continuous Operations",GS,8516000.0,11261000.0,21635000.0,9459000.0
"Preferred Stock Dividends",GS,609000.0,497000.0,484000.0,544000.0
"Diluted NI Available to Com Stockholders",GS,7907000.0,10764000.0,21151000.0,8915000.0
"Basic EPS",GS,78340455.8522935,30.42,60.25,24.94
"Diluted EPS",GS,78340455.8522935,30.06,59.45,24.74
"Basic Average Shares",GS,78340455.8522935,352100.0,350500.0,356400.0
"Diluted Average Shares",GS,78340455.8522935,358100.0,355800.0,360300.0
"Interest Income after Provision for Loan Loss",GS,5323000.0,4963000.0,6113000.0,1653000.0
"Net Income from Continuing & Discontinued Operation",GS,8516000.0,11261000.0,21635000.0,9459000.0
"Normalized Income",GS,9858549.0,12004150.0,21749400.0,12180196.0
"Total Money Market Investments",GS,27354000.0,7701000.0,-1004000.0,527000.0
"Reconciled Depreciation",GS,4856000.0,2455000.0,2015000.0,1902000.0
"Net Income from Continuing Operation Net Minority Interest",GS,8516000.0,11261000.0,21635000.0,9459000.0
"Total Unusual Items Excluding Goodwill",GS,-1693000.0,-890000.0,-143000.0,-3590000.0
"Total Unusual Items",GS,-1693000.0,-890000.0,-143000.0,-3590000.0
"Tax Rate for Calcs",GS,0.0,0.0,0.0,0.0
"Tax Effect of Unusual Items",GS,-350451.0,-146850.0,-28600.0,-868804.0
"Total Revenue",SCHW,18837000.0,20762000.0,18520000.0,11691000.0
"Net Interest Income",SCHW,9427000.0,10682000.0,8030000.0,6113000.0
"Interest Income",SCHW,16111000.0,12227000.0,8506000.0,6531000.0
"Interest Income from Loans And Lease",SCHW,1664000.0,1083000.0,620000.0,545000.0
"Interest Income from Loans",SCHW,1664000.0,1083000.0,620000.0,545000.0
"Interest Income from Securities",SCHW,5859000.0,5827000.0,4641000.0,4537000.0
"Interest Income from Federal Funds Sold And Securities Purchase Under Agreements To Resell",SCHW,419000.0,471000.0,720000.0,334000.0
"Other Interest Income",SCHW,8169000.0,4846000.0,2525000.0,1115000.0
"Interest Expense",SCHW,6684000.0,1545000.0,476000.0,418000.0
"Interest Expense for Deposit",SCHW,3363000.0,723000.0,54000.0,93000.0
"Interest Expense for Short Term Debt",SCHW,375000.0,48000.0,9000.0,0.0
"Interest Expense for Long Term Debt And Capital Securities",SCHW,2525000.0,604000.0,384000.0,289000.0
"Interest Expense for Federal Funds Sold And Securities Purchase Under Agreements To Resell",SCHW,147000.0,48000.0,24000.0,33000.0
"Other Interest Expense",SCHW,274000.0,122000.0,5000.0,3000.0
"Non Interest Income",SCHW,9410000.0,10080000.0,10490000.0,5578000.0
"Fees And Commissions",SCHW,5461000.0,5625000.0,5589000.0,3830000.0
"Fees & Commission Income",SCHW,5461000.0,5625000.0,5589000.0,3830000.0
"Service Charge on Depositor Accounts",SCHW,705000.0,1409000.0,1315000.0,355000.0
"Trust Fees by Commissions",SCHW,4756000.0,4216000.0,4274000.0,3475000.0
"Trading Gain Loss",SCHW,3230000.0,3673000.0,4152000.0,1416000.0
"Gain Losson Saleof Assets",SCHW,0.0,0.0,0.0,0.0
"Gain on Sale of Security",SCHW,0.0,0.0,0.0,0.0
"Other Non Interest Income",SCHW,719000.0,782000.0,749000.0,332000.0
"Non Interest Expense",SCHW,12459000.0,11374000.0,10807000.0,7391000.0
"Occupancy And Equipment",SCHW,1254000.0,1175000.0,976000.0,703000.0
"Professional Expense And Contract Services Expense",SCHW,1058000.0,1032000.0,994000.0,843000.0
"Selling General and Administrative",SCHW,6712000.0,6355000.0,5935000.0,4280000.0
"General & Administrative Expense",SCHW,6315000.0,5936000.0,5450000.0,3954000.0
"Salaries and Wages",SCHW,6315000.0,5936000.0,5450000.0,3954000.0
"Other G and A",SCHW,78340455.8522935,59370784.164795734,862000.0,516000.0
"Selling & Marketing Expense",SCHW,397000.0,419000.0,485000.0,326000.0
"Depreciation Amortization Depletion",SCHW,1338000.0,1248000.0,1164000.0,604000.0
"Depreciation & amortization",SCHW,1338000.0,1248000.0,1164000.0,604000.0
Depreciation,SCHW,804000.0,652000.0,549000.0,414000.0
Amortization,SCHW,534000.0,596000.0,615000.0,190000.0
"Amortization of Intangibles",SCHW,534000.0,596000.0,615000.0,190000.0
"Other Non Interest Expense",SCHW,2097000.0,1564000.0,1738000.0,961000.0
"Pretax Income",SCHW,6378000.0,9388000.0,7713000.0,4300000.0
"Tax Provision",SCHW,1311000.0,2205000.0,1858000.0,1001000.0
"Net Income Common Stockholders",SCHW,4649000.0,6635000.0,5360000.0,3043000.0
"Net Income",SCHW,5067000.0,7183000.0,5855000.0,3299000.0
"Net Income Including Non-Controlling Interests",SCHW,5067000.0,7183000.0,5855000.0,3299000.0
"Net Income Continuous Operations",SCHW,5067000.0,7183000.0,5855000.0,3299000.0
"Preferred Stock Dividends",SCHW,418000.0,548000.0,495000.0,256000.0
"Diluted NI Available to Com Stockholders",SCHW,4649000.0,6635000.0,5360000.0,3043000.0
"Basic EPS",SCHW,2.55,3.52,2.84,2.13
"Diluted EPS",SCHW,2.54,3.5,2.83,2.12
"Basic Average Shares",SCHW,1824000.0,1885000.0,1887000.0,1429000.0
"Diluted Average Shares",SCHW,1831000.0,1894000.0,1897000.0,1435000.0
"Interest Income after Provision for Loan Loss",SCHW,9427000.0,10682000.0,8030000.0,6113000.0
"Net Income from Continuing & Discontinued Operation",SCHW,5067000.0,7183000.0,5855000.0,3299000.0
"Normalized Income",SCHW,5067000.0,7183000.0,5855000.0,3299000.0
"Total Money Market Investments",SCHW,419000.0,471000.0,720000.0,334000.0
"Reconciled Depreciation",SCHW,1338000.0,1248000.0,1164000.0,604000.0
"Net Income from Continuing Operation Net Minority Interest",SCHW,5067000.0,7183000.0,5855000.0,3299000.0
"Tax Rate for Calcs",SCHW,0.0,0.0,0.0,0.0
"Tax Effect of Unusual Items",SCHW,0.0,0.0,0.0,0.0
"Total Revenue",MUFG,6057232000.0,4703324000.0,4554854000.0,2393652000.0
"Net Interest Income",MUFG,2926209000.0,6865562000.0,1904973000.0,2587440000.0
"Interest Income",MUFG,5298940000.0,1659359000.0,2678688000.0,3734280000.0
"Interest Income from Loans And Lease",MUFG,2829251000.0,1278549000.0,1804685000.0,546968000.0
"Interest Income from Loans",MUFG,2829251000.0,59072000.0,1804685000.0,52745342.82654964
"Interest Income from Securities",MUFG,1452461000.0,1332878000.0,469693000.0,298551000.0
"Interest Income from Deposits",MUFG,364406000.0,543952000.0,55445000.0,2005463000.0
"Interest Income from Federal Funds Sold And Securities Purchase Under Agreements To Resell",MUFG,155449000.0,59370784.164795734,79677000.0,4003000.0
"Other Interest Income",MUFG,497373000.0,274244000.0,269188000.0,52745342.82654964
"Interest Expense",MUFG,2372731000.0,1512025000.0,773715000.0,32501000.0
"Interest Expense for Deposit",MUFG,1171063000.0,2659836000.0,325523000.0,1732529000.0
"Interest Expense for Short Term Debt",MUFG,81349000.0,2088620000.0,11220000.0,1873247000.0
"Interest Expense for Long Term Debt And Capital Securities",MUFG,416680000.0,59370784.164795734,297501000.0,135414000.0
"Interest Expense for Federal Funds Sold And Securities Purchase Under Agreements To Resell",MUFG,456393000.0,59370784.164795734,78507000.0,52745342.82654964
"Other Interest Expense",MUFG,247246000.0,1729100000.0,60964000.0,356091000.0
"Non Interest Income",MUFG,3131023000.0,59370784.164795734,2649881000.0,52745342.82654964
"Fees And Commissions",MUFG,1695405000.0,232471000.0,1398206000.0,52745342.82654964
"Fees & Commission Income",MUFG,2024065000.0,0.0,1705984000.0,0.0
"Service Charge on Depositor Accounts",MUFG,78340455.8522935,0.0,1565535000.0,52745342.82654964
"Trust Fees by Commissions",MUFG,140637000.0,1231184000.0,140449000.0,852568000.0
"Credit Card",MUFG,78340455.8522935,-331435000.0,199625000.0,3662333000.0
"Other Customer Services",MUFG,1883428000.0,59370784.164795734,1565535000.0,52745342.82654964
"Fees & Commission Expense",MUFG,328660000.0,59370784.164795734,307778000.0,2886704000.0
"Dividend Income",MUFG,78340455.8522935,2886704000.0,119387000.0,2746840000.0
"Trading Gain Loss",MUFG,373347000.0,0.0,350065000.0,52745342.82654964
"Foreign Exchange Trading Gains",MUFG,78340455.8522935,2886704000.0,99337000.0,2746840000.0
"Gain Losson Saleof Assets",MUFG,0.0,59370784.164795734,0.0,52745342.82654964
"Gain on Sale of Security",MUFG,0.0,59370784.164795734,0.0,52745342.82654964
"Gain on Saleof Loans",MUFG,78340455.8522935,59370784.164795734,17926000.0,52745342.82654964
"Other Non Interest Income",MUFG,1062271000.0,775629000.0,901610000.0,529009000.0
"Credit Losses Provision",MUFG,-674842000.0,441595000.0,-515530000.0,573111000.0
"Non Interest Expense",MUFG,4787491000.0,699509000.0,3307844000.0,64229000.0
"Occupancy And Equipment",MUFG,78340455.8522935,59370784.164795734,178107000.0,32495000.0
"Net Occupancy Expense",MUFG,78340455.8522935,59370784.164795734,178107000.0,52745342.82654964
"Selling General and Administrative",MUFG,2969325000.0,-62125000.0,2709549000.0,2546270000.0
"General & Administrative Expense",MUFG,2969325000.0,395294000.0,2709549000.0,283410000.0
"Salaries and Wages",MUFG,78111000.0,1130840000.0,1253461000.0,2071237000.0
"Insurance & Claims",MUFG,78340455.8522935,2150976000.0,90529000.0,1206447000.0
"Other G and A",MUFG,2969325000.0,1206447000.0,2709549000.0,-79740000.0
"Depreciation Amortization Depletion",MUFG,78340455.8522935,59370784.164795734,0.0,52745342.82654964
"Depreciation & amortization",MUFG,78340455.8522935,1130840000.0,0.0,149.33
Depreciation,MUFG,78340455.8522935,148.97,87305000.0,88.05
Amortization,MUFG,78340455.8522935,12785341.0,0.0,12538118.0
"Amortization of Intangibles",MUFG,78340455.8522935,1939709000.0,0.0,1712053000.0
"Other Non Interest Expense",MUFG,1818166000.0,1130840000.0,598295000.0,1587098238.0
"Income from Associates & Other Participating Interests",MUFG,425829000.0,59370784.164795734,321761000.0,82562000.0
"Special Income Charges",MUFG,549200000.0,363250000.0,-11201000.0,2071237000.0
"Gain on Sale of Business",MUFG,670108000.0,573111000.0,-8689000.0,-47779000.0
"Restructuring & Mergers Acquisition",MUFG,78340455.8522935,-47779000.0,0.0,0.0
"Impairment of Capital Assets",MUFG,18167000.0,88972238.0,41240000.0,-11801413.0
"Total Revenue",C,78486000.0,75305000.0,71887000.0,75494000.0
"Net Interest Income",C,54900000.0,48668000.0,42494000.0,44751000.0
"Interest Income",C,133258000.0,74408000.0,50475000.0,58089000.0
"Interest Income from Loans And Lease",C,57868000.0,41242000.0,35440000.0,40185000.0
"Interest Income from Loans",C,57868000.0,41242000.0,35440000.0,40185000.0
"Interest Income from Securities",C,32758000.0,18632000.0,12753000.0,14114000.0
"Interest Income from Deposits",C,11238000.0,4515000.0,577000.0,928000.0
"Interest Income from Federal Funds Sold And Securities Purchase Under Agreements To Resell",C,26887000.0,7154000.0,1052000.0,2283000.0
"Other Interest Income",C,4507000.0,2865000.0,653000.0,579000.0
"Interest Expense",C,78358000.0,25740000.0,7981000.0,13338000.0
"Interest Expense for Deposit",C,36300000.0,11559000.0,2896000.0,5334000.0
"Interest Expense for Short Term Debt",C,7438000.0,2488000.0,121000.0,630000.0
"Interest Expense for Long Term Debt And Capital Securities",C,9754000.0,5801000.0,3470000.0,4669000.0
"Interest Expense for Federal Funds Sold And Securities Purchase Under Agreements To Resell",C,21439000.0,4455000.0,1012000.0,2077000.0
"Other Interest Expense",C,3427000.0,1437000.0,482000.0,628000.0
"Non Interest Income",C,23586000.0,26637000.0,29393000.0,30743000.0
"Total Premiums Earned",C,97000.0,91000.0,94000.0,125000.0
"Fees And Commissions",C,9913000.0,9784000.0,11514000.0,10249000.0
"Fees & Commission Income",C,9913000.0,9784000.0,11514000.0,10249000.0
"Service Charge on Depositor Accounts",C,5842000.0,5784000.0,6188000.0,6877000.0
"Trust Fees by Commissions",C,1376000.0,1350000.0,1464000.0,3472000.0
"Securities Activities",C,2316000.0,2546000.0,3236000.0,2960000.0
"Credit Card",C,-42000.0,-242000.0,281000.0,-20000.0
"Other Customer Services",C,421000.0,346000.0,345000.0,432000.0
"Fees & Commission Expense",C,78340455.8522935,59370784.164795734,51505248.92342425,8673000.0
"Dividend Income",C,78340455.8522935,59370784.164795734,51505248.92342425,134000.0
"Investment Banking Profit",C,2676000.0,3084000.0,6007000.0,4483000.0
"Trading Gain Loss",C,5509000.0,7560000.0,5493000.0,8962000.0
"Foreign Exchange Trading Gains",C,5439000.0,6599000.0,4661000.0,4923000.0
"Gain Losson Saleof Assets",C,-115000.0,-460000.0,459000.0,1581000.0
"Gain on Sale of Security",C,-115000.0,-460000.0,459000.0,1581000.0
"Other Non Interest Income",C,67000.0,-21000.0,1165000.0,420000.0
"Credit Losses Provision",C,-9123000.0,-5112000.0,3891000.0,-17375000.0
"Non Interest Expense",C,55672000.0,51386000.0,48309000.0,44487000.0
"Occupancy And Equipment",C,2508000.0,2320000.0,2314000.0,2333000.0
Equipment,C,78340455.8522935,59370784.164795734,51505248.92342425,52745342.82654964
"Selling General and Administrative",C,30712000.0,28305000.0,26740000.0,23544000.0
"General & Administrative Expense",C,29319000.0,26749000.0,25250000.0,22327000.0
"Salaries and Wages",C,29232000.0,26655000.0,25134000.0,22214000.0
"Insurance & Claims",C,87000.0,94000.0,116000.0,113000.0
"Other G and A",C,78340455.8522935,59370784.164795734,51505248.92342425,7383000.0
"Selling & Marketing Expense",C,1393000.0,1556000.0,1490000.0,1217000.0
"Other Non Interest Expense",C,22452000.0,20761000.0,19255000.0,18610000.0
"Special Income Charges",C,-781000.0,0.0,0.0,52745342.82654964
"Restructuring & Mergers Acquisition",C,781000.0,0.0,0.0,52745342.82654964
"Pretax Income",C,12910000.0,18807000.0,27469000.0,13632000.0
"Tax Provision",C,3528000.0,3642000.0,5451000.0,2525000.0
"Net Income Common Stockholders",C,7850000.0,13700000.0,20758000.0,9879000.0
"Net Income",C,9228000.0,14845000.0,21952000.0,11047000.0
"Net Income Including Non-Controlling Interests",C,9381000.0,14934000.0,22025000.0,11087000.0
"Net Income Continuous Operations",C,9382000.0,15165000.0,22018000.0,11107000.0
"Net Income Discontinuous Operations",C,-1000.0,-231000.0,7000.0,-20000.0
"Minority Interests",C,-153000.0,-89000.0,-73000.0,-40000.0
"Preferred Stock Dividends",C,1198000.0,1032000.0,1040000.0,1095000.0
"Average Dilution Earnings",C,57000.0,41000.0,31000.0,30000.0
"Diluted NI Available to Com Stockholders",C,7907000.0,13741000.0,20789000.0,9909000.0
"Basic EPS",C,4.07,7.04,10.8,5.45
"Diluted EPS",C,4.04,7.0,10.14,4.87
"Basic Average Shares",C,1930100.0,1946700.0,2033000.0,2085800.0
"Diluted Average Shares",C,1955800.0,1964300.0,2049400.0,2099000.0
"Interest Income after Provision for Loan Loss",C,45777000.0,43556000.0,46385000.0,27376000.0
"Net Income from Continuing & Discontinued Operation",C,9228000.0,14845000.0,21952000.0,11047000.0
"Normalized Income",C,9796787.0,15076000.0,21945000.0,11067000.0
"Total Money Market Investments",C,38125000.0,11669000.0,1629000.0,3211000.0
"Reconciled Depreciation",C,4560000.0,4262000.0,3964000.0,3937000.0
"Net Income from Continuing Operation Net Minority Interest",C,9229000.0,15076000.0,21945000.0,11067000.0
"Total Unusual Items Excluding Goodwill",C,-781000.0,0.0,0.0,52745342.82654964
"Total Unusual Items",C,-781000.0,0.0,0.0,52745342.82654964
"Tax Rate for Calcs",C,0.0,0.0,0.0,0.0
"Tax Effect of Unusual Items",C,-213213.0,0.0,0.0,0.0
"Total Revenue",TD,52929000.0,45762000.0,42266000.0,43284000.0
"Net Interest Income",TD,29944000.0,27353000.0,24131000.0,24497000.0
"Interest Income",TD,80674000.0,41032000.0,29581000.0,35833000.0
"Interest Income from Loans And Lease",TD,44518000.0,27721000.0,23959000.0,28337000.0
"Interest Income from Loans",TD,44518000.0,27721000.0,23959000.0,28337000.0
"Interest Income from Securities",TD,21318000.0,9750000.0,5315000.0,7146000.0
"Interest Income from Deposits",TD,14838000.0,3561000.0,307000.0,350000.0
"Other Interest Income",TD,78340455.8522935,59370784.164795734,1594000.0,1714000.0
"Interest Expense",TD,50730000.0,13679000.0,5450000.0,11336000.0
"Interest Expense for Deposit",TD,38351000.0,9748000.0,3742000.0,8447000.0
"Interest Expense for Long Term Debt And Capital Securities",TD,11434000.0,3676000.0,717000.0,805000.0
"Other Interest Expense",TD,945000.0,255000.0,991000.0,2084000.0
"Non Interest Income",TD,22985000.0,18409000.0,18135000.0,18787000.0
"Total Premiums Earned",TD,5671000.0,5380000.0,4877000.0,4565000.0
"Fees And Commissions",TD,12304000.0,12279000.0,11479000.0,11126000.0
"Fees & Commission Income",TD,12760000.0,12687000.0,11906000.0,11488000.0
"Service Charge on Depositor Accounts",TD,4405000.0,4486000.0,4108000.0,9334000.0
"Trust Fees by Commissions",TD,2642000.0,2813000.0,2815000.0,52745342.82654964
"Securities Activities",TD,2781000.0,2498000.0,2548000.0,52745342.82654964
"Credit Card",TD,2932000.0,2890000.0,2435000.0,2154000.0
"Fees & Commission Expense",TD,456000.0,408000.0,427000.0,362000.0
"Dividend Income",TD,78340455.8522935,59370784.164795734,1594000.0,1714000.0
"Investment Banking Profit",TD,997000.0,558000.0,816000.0,52745342.82654964
"Trading Gain Loss",TD,2417000.0,-257000.0,313000.0,1404000.0
"Gain Losson Saleof Assets",TD,0.0,0.0,0.0,109000.0
"Gain on Sale of Security",TD,0.0,0.0,0.0,109000.0
"Other Non Interest Income",TD,1596000.0,449000.0,650000.0,1583000.0
"Credit Losses Provision",TD,-2933000.0,-1067000.0,224000.0,-7242000.0
"Non Interest Expense",TD,33210000.0,26908000.0,25203000.0,24071000.0
"Occupancy And Equipment",TD,4107000.0,3562000.0,3576000.0,3624000.0
"Net Occupancy Expense",TD,1799000.0,1660000.0,1882000.0,1990000.0
Equipment,TD,2308000.0,1902000.0,1694000.0,1634000.0
"Professional Expense And Contract Services Expense",TD,2490000.0,2190000.0,1620000.0,1451000.0
"Selling General and Administrative",TD,20910000.0,17649000.0,16288000.0,15966000.0
"General & Administrative Expense",TD,19458000.0,16294000.0,15085000.0,14779000.0
"Salaries and Wages",TD,15753000.0,13394000.0,12378000.0,11893000.0
"Insurance & Claims",TD,3705000.0,2900000.0,2707000.0,2886000.0
"Other G and A",TD,78340455.8522935,59370784.164795734,1203000.0,1187000.0
"Selling & Marketing Expense",TD,1452000.0,1355000.0,1203000.0,1187000.0
"Depreciation Amortization Depletion",TD,672000.0,599000.0,706000.0,817000.0
"Depreciation & amortization",TD,672000.0,599000.0,706000.0,817000.0
Amortization,TD,672000.0,599000.0,706000.0,817000.0
"Amortization of Intangibles",TD,672000.0,599000.0,706000.0,817000.0
"Other Non Interest Expense",TD,5031000.0,2908000.0,3013000.0,2213000.0
"Special Income Charges",TD,-3700000.0,2637000.0,-153000.0,-57000.0
"Gain on Sale of Business",TD,0.0,997000.0,0.0,52745342.82654964
"Restructuring & Mergers Acquisition",TD,2058000.0,-1416000.0,103000.0,-16000.0
"Impairment of Capital Assets",TD,78340455.8522935,3000.0,50000.0,73000.0
"Other Special Charges",TD,1642000.0,-224000.0,51505248.92342425,52745342.82654964
"Pretax Income",TD,13086000.0,20424000.0,17134000.0,11914000.0
"Tax Provision",TD,3168000.0,3986000.0,3621000.0,1152000.0
"Earnings from Equity Interest Net of Tax",TD,864000.0,991000.0,785000.0,1133000.0
"Net Income Common Stockholders",TD,10219000.0,17170000.0,14049000.0,11628000.0
"Net Income",TD,10782000.0,17429000.0,14298000.0,11895000.0
"Net Income Including Non-Controlling Interests",TD,10782000.0,17429000.0,14298000.0,11895000.0
"Net Income Continuous Operations",TD,10782000.0,17429000.0,14298000.0,11895000.0
"Minority Interests",TD,78340455.8522935,0.0,0.0,0.0
"Preferred Stock Dividends",TD,563000.0,259000.0,249000.0,267000.0
"Diluted NI Available to Com Stockholders",TD,10219000.0,17170000.0,14049000.0,11628000.0
"Basic EPS",TD,5.61,9.48,7.73,6.43
"Diluted EPS",TD,5.6,9.47,7.72,6.43
"Basic Average Shares",TD,1822500.0,1810500.0,1817700.0,1807300.0
"Diluted Average Shares",TD,1824400.0,1813600.0,1820200.0,1808800.0
"Interest Income after Provision for Loan Loss",TD,27011000.0,26286000.0,24355000.0,17255000.0
"Net Income from Continuing & Discontinued Operation",TD,10782000.0,17429000.0,14298000.0,11895000.0
"Normalized Income",TD,13586600.0,15306215.0,14418717.0,11946471.0
"Total Money Market Investments",TD,14838000.0,3561000.0,307000.0,350000.0
"Reconciled Depreciation",TD,1911000.0,1766000.0,2066000.0,2141000.0
"Net Income from Continuing Operation Net Minority Interest",TD,10782000.0,17429000.0,14298000.0,11895000.0
"Total Unusual Items Excluding Goodwill",TD,-3700000.0,2637000.0,-153000.0,-57000.0
"Total Unusual Items",TD,-3700000.0,2637000.0,-153000.0,-57000.0
"Tax Rate for Calcs",TD,0.0,0.0,0.0,0.0
"Tax Effect of Unusual Items",TD,-895400.0,514215.0,-32283.0,-5529.0
"Total Revenue",UBS,39368000.0,33363000.0,35059000.0,32074000.0
"Net Interest Income",UBS,7296000.0,6622000.0,6704000.0,5861000.0
"Interest Income",UBS,35513000.0,13185000.0,9964000.0,10109000.0
"Interest Income from Loans And Lease",UBS,28569000.0,9612000.0,6488000.0,6690000.0
"Interest Income from Loans",UBS,28569000.0,9612000.0,6488000.0,6690000.0
"Interest Income from Securities",UBS,2996000.0,2195000.0,2963000.0,2557000.0
"Interest Income from Federal Funds Sold And Securities Purchase Under Agreements To Resell",UBS,3948000.0,1378000.0,513000.0,862000.0
"Other Interest Income",UBS,78340455.8522935,59370784.164795734,51505248.92342425,682000.0
"Interest Expense",UBS,28217000.0,6563000.0,3260000.0,4248000.0
"Interest Expense for Long Term Debt And Capital Securities",UBS,26249000.0,5474000.0,2158000.0,3378000.0
"Interest Expense for Federal Funds Sold And Securities Purchase Under Agreements To Resell",UBS,1968000.0,1089000.0,1102000.0,870000.0
"Other Interest Expense",UBS,28216000.0,6564000.0,3259000.0,886000.0
"Non Interest Income",UBS,32072000.0,26741000.0,28355000.0,26213000.0
"Fees And Commissions",UBS,20163000.0,17582000.0,19823000.0,17365000.0
"Fees & Commission Income",UBS,22358000.0,19405000.0,21808000.0,19140000.0
"Service Charge on Depositor Accounts",UBS,4837000.0,4942000.0,5790000.0,5289000.0
"Trust Fees by Commissions",UBS,10673000.0,9059000.0,9762000.0,8009000.0
"Securities Activities",UBS,3542000.0,3484000.0,4382000.0,4132000.0
"Other Customer Services",UBS,3306000.0,1920000.0,1874000.0,1710000.0
"Fees & Commission Expense",UBS,2195000.0,1823000.0,1985000.0,1775000.0
"Investment Banking Profit",UBS,1408000.0,1383000.0,2565000.0,1821000.0
"Gain Losson Saleof Assets",UBS,11586000.0,7516000.0,5859000.0,7000000.0
"Gain on Sale of Security",UBS,11586000.0,7516000.0,5859000.0,7000000.0
"Other Non Interest Income",UBS,-1085000.0,260000.0,108000.0,27000.0
"Credit Losses Provision",UBS,-1037000.0,-29000.0,148000.0,-694000.0
"Non Interest Expense",UBS,31963000.0,24580000.0,25146000.0,24038000.0
"Occupancy And Equipment",UBS,1342000.0,605000.0,634000.0,671000.0
"Net Occupancy Expense",UBS,78340455.8522935,59370784.164795734,51505248.92342425,412000.0
