tag,bank,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31
"Total charge-offs secured by 1-4 family residential properties",jpmorgan-chase-bank,2.02E8,1.27E8,7.0E7,1.7E7,7.4E7,6.4E7,5.0E7,2.9E7,9.6E7,7.3E7,5.5E7,3.0E7,2.31E8,1.9E8,1.09E8,5.7E7,2.07E8,1.56E8,1.14E8,6.3E7,2.99E8,2.36E8,1.85E8,9.5E7,4.5E8,3.63E8,2.34E8,1.48E8,5.58E8,4.14E8,2.71E8,1.42E8,7.35E8,6.04E8,3.9E8,2.1E8,1.036E9,7.93E8,5.38E8,2.99E8,1.624E9,1.324E9,9.52E8,5.33E8,3.457E9,2.993E9,1.563E9,8.31E8,3.852E9,2.943E9,2.014E9,1.037E9,6.433E9,4.626E9,3.391E9,2.022E9,8.241E9,6.046E9,3.961E9,1.794E9,3.889E9,2.591E9,1.471E9,6.54E8,7.87E8,4.41E8,2.32E8,9.8E7,2.33E8,1.53E8,1.0E8,5.6E7,1.49E8,1.15E8,7.5E7,4.0E7,1.29E8,1.9E7,1.1E7,5000000.0,2.6E7,1.8E7,1.2E7,6000000.0,4.8E7,2.9E7,4.5E7,2.0E7,2.1E7,2.5E7,2.6E7,4.9E7,6.4E7,6.3E7
"Loans secured by 1-4 family senior liens - total charge-offs",jpmorgan-chase-bank,1.71E8,1.04E8,5.4E7,7000000.0,3.8E7,3.5E7,2.7E7,1.5E7,3.6E7,2.8E7,2.2E7,1.2E7,9.5E7,7.5E7,4.1E7,2.2E7,6.9E7,5.5E7,3.8E7,2.1E7,1.05E8,8.6E7,7.6E7,3.1E7,1.37E8,1.12E8,8.1E7,4.8E7,1.7E8,1.25E8,7.9E7,4.0E7,2.67E8,2.19E8,1.41E8,8.5E7,3.79E8,2.64E8,1.63E8,9.2E7,4.96E8,4.1E8,3.03E8,1.7E8,1.083E9,9.62E8,5.27E8,2.76E8,1.32E9,9.97E8,6.73E8,3.01E8,2.911E9,1.896E9,1.428E9,8.8E8,3.521E9,2.602E9,1.634E9,6.94E8,1.712E9,1.13E9,6.21E8,2.84E8,3.57E8,2.19E8,1.1E8,4.5E7,1.04E8,6.5E7,4.1E7,2.2E7,7.1E7,5.5E7,2.9E7,1.5E7,7.4E7,1.5E7,9000000.0,4000000.0,2.0E7,1.3E7,9000000.0,4000000.0,4.3E7,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Loans secured by 1-4 family junior liens - total charge-offs",jpmorgan-chase-bank,3000000.0,2000000.0,2000000.0,2000000.0,9000000.0,7000000.0,6000000.0,3000000.0,1.0E7,7000000.0,5000000.0,3000000.0,1.5E7,1.1E7,6000000.0,4000000.0,1.7E7,1.2E7,8000000.0,4000000.0,2.0E7,1.3E7,9000000.0,6000000.0,4.4E7,3.6E7,1.8E7,1.2E7,5.3E7,4.0E7,2.8E7,1.4E7,7.8E7,6.8E7,4.4E7,2.2E7,1.16E8,9.3E7,6.5E7,3.6E7,2.44E8,1.99E8,1.46E8,8.2E7,5.61E8,4.98E8,2.5E8,1.29E8,6.55E8,5.0E8,3.49E8,1.87E8,1.063E9,8.49E8,6.03E8,4.17E8,1.73E9,1.285E9,8.74E8,4.27E8,9.93E8,6.93E8,4.07E8,1.79E8,1.74E8,7.6E7,4.6E7,2.0E7,3.6E7,2.7E7,2.0E7,1.4E7,1.9E7,1.4E7,1.3E7,8000000.0,2.2E7,2000000.0,2000000.0,1000000.0,5000000.0,4000000.0,2000000.0,1000000.0,4000000.0,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Total charge offs - home equity lines of credit",jpmorgan-chase-bank,2.8E7,2.1E7,1.4E7,8000000.0,2.7E7,2.2E7,1.7E7,1.1E7,5.0E7,3.8E7,2.8E7,1.5E7,1.21E8,1.04E8,6.2E7,3.1E7,1.21E8,8.9E7,6.8E7,3.8E7,1.74E8,1.37E8,1.0E8,5.8E7,2.69E8,2.15E8,1.35E8,8.8E7,3.35E8,2.49E8,1.64E8,8.8E7,3.9E8,3.17E8,2.05E8,1.03E8,5.41E8,4.36E8,3.1E8,1.71E8,8.84E8,7.15E8,5.03E8,2.81E8,1.813E9,1.533E9,7.86E8,4.26E8,1.877E9,1.446E9,9.92E8,5.49E8,2.459E9,1.881E9,1.36E9,7.25E8,2.99E9,2.159E9,1.453E9,6.73E8,1.184E9,7.68E8,4.43E8,1.91E8,2.56E8,1.46E8,7.6E7,3.3E7,9.3E7,6.1E7,3.9E7,2.0E7,5.9E7,4.6E7,3.3E7,1.7E7,3.3E7,2000000.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,9000000.0,2000000.0,1000000.0,3000000.0,3000000.0,4000000.0,4000000.0,5000000.0
"Secured by 1-4 family residential properties - total recoveries",jpmorgan-chase-bank,2.55E8,1.89E8,1.16E8,3.8E7,3.0E8,2.57E8,1.85E8,9.6E7,3.72E8,2.78E8,1.86E8,8.2E7,3.98E8,3.08E8,2.35E8,1.76E8,2.99E8,2.28E8,1.48E8,6.5E7,5.99E8,4.98E8,3.28E8,8.0E7,3.99E8,2.93E8,1.8E8,9.7E7,3.56E8,2.65E8,1.72E8,8.3E7,4.53E8,3.8E8,2.04E8,1.07E8,5.41E8,4.14E8,2.49E8,1.21E8,5.46E8,4.15E8,2.42E8,1.07E8,2.37E8,1.85E8,1.26E8,6.5E7,2.73E8,2.02E8,1.35E8,6.9E7,2.1E8,1.57E8,8.8E7,4.2E7,8.8E7,6.0E7,3.6E7,1.6E7,3.5E7,2.2E7,1.5E7,7000000.0,3.1E7,2.3E7,1.6E7,8000000.0,3.0E7,2.3E7,1.7E7,9000000.0,2.7E7,2.2E7,1.4E7,8000000.0,2.2E7,7000000.0,4000000.0,2000000.0,6000000.0,5000000.0,2000000.0,1000000.0,6000000.0,3000000.0,2000000.0,7000000.0,0.0,1000000.0,2000000.0,0.0,0.0,0.0
"Loans secured by 1-4 family senior liens - total recoveries",jpmorgan-chase-bank,1.63E8,1.16E8,6.4E7,1.3E7,1.49E8,1.33E8,9.4E7,4.9E7,1.44E8,1.06E8,7.2E7,3.1E7,2.18E8,1.82E8,1.54E8,1.33E8,1.19E8,9.2E7,6.0E7,2.6E7,4.05E8,3.5E8,2.32E8,3.4E7,1.53E8,1.1E8,7.8E7,4.2E7,1.37E8,1.0E8,6.5E7,3.5E7,2.34E8,2.03E8,9.7E7,6.2E7,3.14E8,2.4E8,1.38E8,6.9E7,3.02E8,2.25E8,1.17E8,4.6E7,5.4E7,4.3E7,3.0E7,1.5E7,8.2E7,5.9E7,4.1E7,2.5E7,4.9E7,3.7E7,1.3E7,7000000.0,1.8E7,1.1E7,8000000.0,1.0E7,1.3E7,6000000.0,4000000.0,2000000.0,8000000.0,6000000.0,4000000.0,2000000.0,1.5E7,1.2E7,9000000.0,5000000.0,1.0E7,8000000.0,4000000.0,2000000.0,9000000.0,6000000.0,3000000.0,2000000.0,4000000.0,3000000.0,2000000.0,1000000.0,4000000.0,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Loans secured by 1-4 family junior liens - total recoveries",jpmorgan-chase-bank,1.2E7,1.0E7,7000000.0,3000000.0,2.4E7,2.0E7,1.6E7,8000000.0,4.3E7,3.2E7,2.1E7,9000000.0,3.4E7,2.4E7,1.6E7,8000000.0,3.1E7,2.3E7,1.5E7,6000000.0,2.9E7,2.2E7,1.4E7,6000000.0,4.9E7,3.7E7,1.9E7,1.1E7,4.5E7,3.4E7,2.3E7,1.1E7,4.6E7,3.8E7,2.2E7,9000000.0,4.9E7,3.9E7,2.6E7,1.2E7,6.3E7,4.8E7,3.3E7,1.6E7,5.6E7,4.5E7,3.1E7,1.8E7,6.0E7,4.5E7,2.9E7,1.4E7,4.8E7,3.5E7,2.4E7,1.0E7,2.2E7,1.6E7,1.0E7,1000000.0,7000000.0,5000000.0,3000000.0,1000000.0,9000000.0,6000000.0,4000000.0,2000000.0,7000000.0,5000000.0,4000000.0,2000000.0,7000000.0,5000000.0,5000000.0,3000000.0,8000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,1000000.0,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Home equity lines of credit - total recoveries",jpmorgan-chase-bank,8.0E7,6.3E7,4.5E7,2.2E7,1.27E8,1.04E8,7.5E7,3.9E7,1.85E8,1.4E8,9.3E7,4.2E7,1.46E8,1.02E8,6.5E7,3.5E7,1.49E8,1.13E8,7.3E7,3.3E7,1.65E8,1.26E8,8.2E7,4.0E7,1.97E8,1.46E8,8.3E7,4.4E7,1.74E8,1.31E8,8.4E7,3.7E7,1.73E8,1.39E8,8.5E7,3.6E7,1.78E8,1.35E8,8.5E7,4.0E7,1.81E8,1.42E8,9.2E7,4.5E7,1.27E8,9.7E7,6.5E7,3.2E7,1.31E8,9.8E7,6.5E7,3.0E7,1.13E8,8.5E7,5.1E7,2.5E7,4.8E7,3.3E7,1.8E7,5000000.0,1.5E7,1.1E7,8000000.0,4000000.0,1.4E7,1.1E7,8000000.0,4000000.0,8000000.0,6000000.0,4000000.0,2000000.0,1.0E7,9000000.0,5000000.0,3000000.0,5000000.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0,2000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0
"Secured by 1-4 family residential properties- net charge-offs",jpmorgan-chase-bank,-5.3E7,-6.2E7,-4.6E7,-2.1E7,-2.26E8,-1.93E8,-1.35E8,-6.7E7,-2.76E8,-2.05E8,-1.31E8,-5.2E7,-1.67E8,-1.18E8,-1.26E8,-1.19E8,-9.2E7,-7.2E7,-3.4E7,-2000000.0,-3.0E8,-2.62E8,-1.43E8,1.5E7,5.1E7,7.0E7,5.4E7,5.1E7,2.02E8,1.49E8,9.9E7,5.9E7,2.82E8,2.24E8,1.86E8,1.03E8,4.95E8,3.79E8,2.89E8,1.78E8,1.078E9,9.09E8,7.1E8,4.26E8,3.22E9,2.808E9,1.437E9,7.66E8,3.579E9,2.741E9,1.879E9,9.68E8,6.223E9,4.469E9,3.303E9,1.98E9,8.153E9,5.986E9,3.925E9,1.778E9,3.854E9,2.569E9,1.456E9,6.47E8,7.56E8,4.18E8,2.16E8,9.0E7,2.03E8,1.3E8,8.3E7,4.7E7,1.22E8,9.3E7,6.1E7,3.2E7,1.07E8,1.2E7,7000000.0,3000000.0,2.0E7,1.3E7,1.0E7,5000000.0,4.2E7,2.6E7,4.3E7,1.3E7,2.1E7,2.4E7,2.4E7,4.9E7,6.4E7,6.3E7
"Loans secured by 1-4 family senior liens - net charge-offs",jpmorgan-chase-bank,8000000.0,-1.2E7,-1.0E7,-6000000.0,-1.11E8,-9.8E7,-6.7E7,-3.4E7,-1.08E8,-7.8E7,-5.0E7,-1.9E7,-1.23E8,-1.07E8,-1.13E8,-1.11E8,-5.0E7,-3.7E7,-2.2E7,-5000000.0,-3.0E8,-2.64E8,-1.56E8,-3000000.0,-1.6E7,2000000.0,3000000.0,6000000.0,3.3E7,2.5E7,1.4E7,5000000.0,3.3E7,1.6E7,4.4E7,2.3E7,6.5E7,2.4E7,2.5E7,2.3E7,1.94E8,1.85E8,1.86E8,1.24E8,1.029E9,9.19E8,4.97E8,2.61E8,1.238E9,9.38E8,6.32E8,2.76E8,2.862E9,1.859E9,1.415E9,8.73E8,3.503E9,2.591E9,1.626E9,6.84E8,1.699E9,1.124E9,6.17E8,2.82E8,3.49E8,2.13E8,1.06E8,4.3E7,8.9E7,5.3E7,3.2E7,1.7E7,6.1E7,4.7E7,2.5E7,1.3E7,6.5E7,9000000.0,6000000.0,2000000.0,1.6E7,1.0E7,7000000.0,3000000.0,3.9E7,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Loans secured by 1-4 family junior liens - net charge-offs",jpmorgan-chase-bank,-9000000.0,-8000000.0,-5000000.0,-1000000.0,-1.5E7,-1.3E7,-1.0E7,-5000000.0,-3.3E7,-2.5E7,-1.6E7,-6000000.0,-1.9E7,-1.3E7,-1.0E7,-4000000.0,-1.4E7,-1.1E7,-7000000.0,-2000000.0,-9000000.0,-9000000.0,-5000000.0,0.0,-5000000.0,-1000000.0,-1000000.0,1000000.0,8000000.0,6000000.0,5000000.0,3000000.0,3.2E7,3.0E7,2.2E7,1.3E7,6.7E7,5.4E7,3.9E7,2.4E7,1.81E8,1.51E8,1.13E8,6.6E7,5.05E8,4.53E8,2.19E8,1.11E8,5.95E8,4.55E8,3.2E8,1.73E8,1.015E9,8.14E8,5.79E8,4.07E8,1.708E9,1.269E9,8.64E8,4.26E8,9.86E8,6.88E8,4.04E8,1.78E8,1.65E8,7.0E7,4.2E7,1.8E7,2.9E7,2.2E7,1.6E7,1.2E7,1.2E7,9000000.0,8000000.0,5000000.0,1.4E7,1000000.0,1000000.0,1000000.0,4000000.0,3000000.0,2000000.0,1000000.0,3000000.0,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Home equity lines of credit - net charge-offs",jpmorgan-chase-bank,-5.2E7,-4.2E7,-3.1E7,-1.4E7,-1.0E8,-8.2E7,-5.8E7,-2.8E7,-1.35E8,-1.02E8,-6.5E7,-2.7E7,-2.5E7,2000000.0,-3000000.0,-4000000.0,-2.8E7,-2.4E7,-5000000.0,5000000.0,9000000.0,1.1E7,1.8E7,1.8E7,7.2E7,6.9E7,5.2E7,4.4E7,1.61E8,1.18E8,8.0E7,5.1E7,2.17E8,1.78E8,1.2E8,6.7E7,3.63E8,3.01E8,2.25E8,1.31E8,7.03E8,5.73E8,4.11E8,2.36E8,1.686E9,1.436E9,7.21E8,3.94E8,1.746E9,1.348E9,9.27E8,5.19E8,2.346E9,1.796E9,1.309E9,7.0E8,2.942E9,2.126E9,1.435E9,6.68E8,1.169E9,7.57E8,4.35E8,1.87E8,2.42E8,1.35E8,6.8E7,2.9E7,8.5E7,5.5E7,3.5E7,1.8E7,4.9E7,3.7E7,2.8E7,1.4E7,2.8E7,2000000.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,1000000.0,7000000.0,1000000.0,1000000.0,2000000.0,3000000.0,4000000.0,4000000.0,5000000.0
"Total interest income",jpmorgan-chase-bank,1.51752E11,1.09567E11,6.9691E10,3.2681E10,8.4473E10,5.4703E10,3.1487E10,1.4424E10,5.407E10,3.9991E10,2.6387E10,1.3215E10,5.9288E10,4.5605E10,3.2109E10,1.7403E10,7.5935E10,5.7879E10,3.8841E10,1.6462E10,5.7901E10,4.2134E10,2.7385E10,1.3258E10,4.827E10,3.5522E10,2.2997E10,1.1258E10,4.1764E10,3.0979E10,2.0425E10,1.007E10,3.7679E10,2.7911E10,1.8506E10,9.277E9,3.8202E10,2.8648E10,1.906E10,9.462E9,3.8376E10,2.8708E10,1.9179E10,9.645E9,4.0631E10,3.0891E10,2.1082E10,1.0768E10,4.3859E10,3.2912E10,2.192E10,1.0622E10,4.3107E10,3.254E10,2.1938E10,1.1299E10,5.0242E10,3.8493E10,2.6206E10,1.3674E10,5.7565E10,4.0921E10,2.7645E10,1.4363E10,5.8953E10,4.3766E10,2.8489E10,1.3937E10,4.9395E10,3.5362E10,2.291E10,1.112E10,3.5339E10,2.5458E10,1.6498E10,8.207E9,2.2382E10,1.2445E10,8.013E9,3.954E9,1.7982E10,1.3756E10,9.418E9,4.851E9,1.8883E10,2.3888E10,1.9362E10,1.5395E10,1.735E10,1.6494E10,1.5469E10,8.772E9,7.051E9,6.659E9
"Total interest expense",jpmorgan-chase-bank,5.8431E10,4.0832E10,2.4845E10,1.0861E10,1.5675E10,7.193E9,2.332E9,6.06E8,2.064E9,1.553E9,1.008E9,4.88E8,4.987E9,4.508E9,3.85E9,2.896E9,1.7008E10,1.3388E10,9.019E9,4.239E9,1.203E10,8.229E9,5.074E9,2.277E9,7.067E9,5.003E9,3.004E9,1.34E9,4.642E9,3.459E9,2.291E9,1.131E9,3.736E9,2.775E9,1.895E9,9.73E8,4.229E9,3.243E9,2.285E9,1.157E9,5.184E9,3.979E9,2.707E9,1.342E9,6.027E9,4.661E9,3.248E9,1.619E9,8.015E9,6.33E9,4.264E9,1.968E9,7.025E9,5.134E9,3.552E9,1.837E9,1.0502E10,8.359E9,5.828E9,3.175E9,2.592E10,2.0175E10,1.4039E10,7.751E9,3.5703E10,2.6836E10,1.7653E10,8.572E9,3.1149E10,2.2047E10,1.4204E10,6.814E9,1.9699E10,1.3762E10,8.593E9,4.167E9,1.0142E10,6.161E9,3.805E9,1.865E9,8.327E9,6.463E9,4.465E9,2.327E9,1.0087E10,1.4578E10,1.1992E10,8.474E9,1.0691E10,1.0227E10,8.911E9,4.938E9,3.272E9,2.953E9
"Net interest income",jpmorgan-chase-bank,9.3321E10,6.8735E10,4.4846E10,2.182E10,6.8798E10,4.751E10,2.9155E10,1.3818E10,5.2006E10,3.8438E10,2.5379E10,1.2727E10,5.4301E10,4.1097E10,2.8259E10,1.4507E10,5.8927E10,4.4491E10,2.9822E10,1.2223E10,4.5871E10,3.3905E10,2.2311E10,1.0981E10,4.1203E10,3.0519E10,1.9993E10,9.918E9,3.7122E10,2.752E10,1.8134E10,8.939E9,3.3943E10,2.5136E10,1.6611E10,8.304E9,3.3973E10,2.5405E10,1.6775E10,8.305E9,3.3192E10,2.4729E10,1.6472E10,8.303E9,3.4604E10,2.623E10,1.7834E10,9.149E9,3.5844E10,2.6582E10,1.7656E10,8.654E9,3.6082E10,2.7406E10,1.8386E10,9.462E9,3.974E10,3.0134E10,2.0378E10,1.0499E10,3.1645E10,2.0746E10,1.3606E10,6.612E9,2.325E10,1.693E10,1.0836E10,5.365E9,1.8246E10,1.3315E10,8.706E9,4.306E9,1.564E10,1.1696E10,7.905E9,4.04E9,1.224E10,6.284E9,4.208E9,2.089E9,9.655E9,7.293E9,4.953E9,2.524E9,8.796E9,9.31E9,7.37E9,6.921E9,6.659E9,6.267E9,6.558E9,3.834E9,3.779E9,3.706E9
"Provision for loan and lease losses",jpmorgan-chase-bank,8.996E9,6.491E9,5.103E9,2.232E9,6.347E9,4.083E9,2.557E9,1.456E9,-9.296E9,-8.009E9,-6.462E9,-4.177E9,1.6364E10,1.7838E10,1.7823E10,7.423E9,5.457E9,4.053E9,2.575E9,6.79E8,1.621E9,8.58E8,7.41E8,4.0E8,1.855E9,1.351E9,8.3E8,5.82E8,2.203E9,2.045E9,1.703E9,1.0E9,1.21E9,6.12E8,6.6E8,3.52E8,9.15E8,5.17E8,4.16E8,3.91E8,-1.294E9,-9.79E8,-1.27E8,5.2E7,6.81E8,7.98E8,-8.3E7,1.44E8,5.379E9,3.9E9,2.296E9,1.071E9,9.611E9,6.709E9,4.779E9,3.411E9,2.2433E10,1.6925E10,1.1788E10,6.099E9,1.6499E10,1.1326E10,6.435E9,3.734E9,4.346E9,2.595E9,1.402E9,5.88E8,1.69E9,1.039E9,6.91E8,4.69E8,1.193E9,6.53E8,7.1E7,3.1E7,8.76E8,-4.06E8,-2.73E8,-2.28E8,5.12E8,7.48E8,7.07E8,4.93E8,2.382E9,1.707E9,3.69E8,2.2E8,6.27E8,2.51E8,3.52E8,5.01E8,6.24E8,1.255E9
"Total noninterest income",jpmorgan-chase-bank,5.6906E10,4.516E10,3.1269E10,1.445E10,5.137E10,3.9655E10,2.6463E10,1.3405E10,5.2675E10,4.1008E10,2.8487E10,1.4371E10,5.041E10,3.8389E10,2.5629E10,1.0817E10,4.6541E10,3.4873E10,2.2904E10,1.2013E10,4.5048E10,3.4993E10,2.3802E10,1.1647E10,4.1943E10,3.2135E10,2.1664E10,1.0518E10,4.0073E10,3.0481E10,2.0134E10,9.732E9,3.9343E10,2.9883E10,2.0506E10,1.0509E10,3.7777E10,2.9303E10,1.9229E10,8.678E9,3.8081E10,2.9658E10,2.1165E10,1.0241E10,3.5244E10,2.6392E10,1.6754E10,1.02E10,3.6076E10,2.9065E10,1.8633E10,8.836E9,3.5734E10,2.6717E10,1.8845E10,9.522E9,3.7099E10,2.9662E10,1.9625E10,1.0518E10,3.1773E10,2.414E10,1.6255E10,8.288E9,3.1654E10,2.3855E10,1.7535E10,8.633E9,2.9402E10,2.201E10,1.495E10,7.862E9,2.4623E10,1.9025E10,1.1818E10,6.399E9,1.6873E10,1.0435E10,7.762E9,4.157E9,1.3859E10,1.057E10,7.515E9,3.581E9,1.1821E10,1.1444E10,9.242E9,7.914E9,5.874E9,5.399E9,5.819E9,2.689E9,2.463E9,2.995E9
"Gross Fiduciary activities income",jpmorgan-chase-bank,4.491E9,3.347E9,2.2E9,1.084E9,4.54E9,3.452E9,2.366E9,1.213E9,4.98E9,3.744E9,2.478E9,1.213E9,4.24E9,3.11E9,2.036E9,1.04E9,4.056E9,3.009E9,1.984E9,9.75E8,4.234E9,3.246E9,2.201E9,1.091E9,4.111E9,3.045E9,2.012E9,9.9E8,3.956E9,2.955E9,1.967E9,9.61E8,4.016E9,3.029E9,2.034E9,1.003E9,4.12E9,3.069E9,2.038E9,9.87E8,3.76E9,2.764E9,1.827E9,8.86E8,3.383E9,2.502E9,1.734E9,8.51E8,3.341E9,2.553E9,1.733E9,8.3E8,3.098E9,2.298E9,1.535E9,7.35E8,2.729E9,2.066E9,1.347E9,6.39E8,3.343E9,2.6E9,1.833E9,9.12E8,3.513E9,2.564E9,1.666E9,7.74E8,2.415E9,1.708E9,1.173E9,6.7E8,2.629E9,1.983E9,1.334E9,7.32E8,2.624E9,1.833E9,1.241E9,6.05E8,2.336E9,1.753E9,1.166E9,5.79E8,2.436E9,2.338E9,1.585E9,1.491E9,1.283E9,1.119E9,9.62E8,2.21E8,2.45E8,2.48E8
"Service charges on deposit accounts",jpmorgan-chase-bank,4.642E9,3.452E9,2.293E9,1.155E9,5.271E9,4.073E9,2.81E9,1.386E9,5.224E9,3.899E9,2.558E9,1.251E9,4.969E9,3.671E9,2.429E9,1.35E9,5.121E9,3.735E9,2.412E9,1.177E9,4.882E9,3.637E9,2.392E9,1.19E9,4.774E9,3.566E9,2.362E9,1.161E9,4.615E9,3.428E9,2.237E9,1.12E9,4.533E9,3.364E9,2.184E9,1.054E9,4.444E9,3.321E9,2.172E9,1.055E9,4.469E9,3.357E9,2.209E9,1.094E9,4.627E9,3.465E9,2.295E9,1.134E9,4.728E9,3.54E9,2.324E9,1.115E9,4.65E9,3.528E9,2.386E9,1.22E9,5.588E9,4.215E9,2.778E9,1.371E9,3.976E9,2.518E9,1.631E9,7.87E8,2.886E9,2.109E9,1.352E9,6.49E8,2.458E9,1.82E9,1.203E9,5.9E8,2.381E9,1.786E9,1.184E9,5.68E8,1.843E9,7.76E8,5.2E8,2.63E8,1.109E9,8.4E8,5.51E8,2.76E8,1.087E9,9.72E8,8.27E8,3.12E8,2.8E8,2.82E8,2.98E8,2.0E8,1.98E8,1.85E8
"Trading account gains and fees",jpmorgan-chase-bank,2.6694E10,2.1032E10,1.5207E10,8.321E9,1.5605E10,1.0883E10,5.765E9,3.121E9,1.5099E10,1.1805E10,9.222E9,4.447E9,1.6428E10,1.2069E10,8.174E9,-9.4E8,1.6812E10,1.306E10,9.557E9,5.288E9,9.841E9,8.83E9,6.169E9,3.478E9,1.0265E10,8.474E9,5.797E9,3.014E9,1.0494E10,8.178E9,5.24E9,2.427E9,9.764E9,8.413E9,6.056E9,3.508E9,8.976E9,7.703E9,5.027E9,2.317E9,9.686E9,9.462E9,7.539E9,3.708E9,6.532E9,4.58E9,1.899E9,2.148E9,9.284E9,8.506E9,5.33E9,3.044E9,7.826E9,6.582E9,5.586E9,3.242E9,8.696E9,8.123E9,5.038E9,3.106E9,5.025E9,6.81E9,4.25E9,2.473E9,7.964E9,6.673E9,5.528E9,2.95E9,8.813E9,6.77E9,4.741E9,2.777E9,5.455E9,4.583E9,2.194E9,1.781E9,3.294E9,2.797E9,2.546E9,1.724E9,4.347E9,3.631E9,2.831E9,1.199E9,3.214E9,4.318E9,2.488E9,1.985E9,1.375E9,1.245E9,1.178E9,5.7E8,3.93E8,1.018E9
"Additional Noninterest Income",jpmorgan-chase-bank,2.1079E10,1.7329E10,1.1569E10,3.89E9,2.5954E10,2.1247E10,1.5522E10,7.685E9,2.7372E10,2.156E10,1.4229E10,7.46E9,2.4773E10,1.9539E10,1.299E10,9.367E9,2.0552E10,1.5069E10,8.951E9,4.573E9,2.6091E10,1.928E10,1.304E10,5.888E9,2.2793E10,1.705E10,1.1493E10,5.353E9,2.1008E10,1.592E10,1.069E10,5.224E9,2.103E10,1.5077E10,1.0232E10,4.944E9,2.0237E10,1.521E10,9.992E9,4.319E9,2.0166E10,1.4075E10,9.59E9,4.553E9,2.0702E10,1.5845E10,1.0826E10,6.067E9,1.8723E10,1.4466E10,9.246E9,3.847E9,2.016E10,1.4309E10,9.338E9,4.325E9,2.0086E10,1.5258E10,1.0462E10,5.402E9,1.9429E10,1.2212E10,8.541E9,4.116E9,1.7291E10,1.2509E10,8.989E9,4.26E9,1.5716E10,1.1712E10,7.833E9,3.825E9,1.4158E10,1.0673E10,7.106E9,3.318E9,9.112E9,5.029E9,3.455E9,1.565E9,6.067E9,4.346E9,2.967E9,1.527E9,5.084E9,3.816E9,4.342E9,4.126E9,2.936E9,2.753E9,3.381E9,1.698E9,1.627E9,1.544E9
