tag,bank,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31
"Secured by farmland","the-huntington-national-bank",223000.0,223000.0,222000.0,0.0,113000.0,74000.0,39000.0,22000.0,718000.0,701000.0,27000.0,0.0,622000.0,520000.0,489000.0,334000.0,569000.0,565000.0,554000.0,531000.0,422000.0,298000.0,242000.0,236000.0,111000.0,62000.0,27000.0,20000.0,194000.0,126000.0,104000.0,0.0,225000.0,102000.0,6000.0,6000.0,900000.0,1108000.0,477000.0,265000.0,561000.0,521000.0,393000.0,11000.0,1252000.0,849000.0,53000.0,1000.0,943000.0,690000.0,409000.0,276000.0,301000.0,300000.0,202000.0,188000.0,287000.0,287000.0,66000.0,66000.0,192000.0,164000.0,93000.0,93000.0,326000.0,112000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258000.0,14000.0,237000.0,0.0,0.0,0.0,0.0,0.0,0.0
"Total charge-offs secured by 1-4 family residential properties","the-huntington-national-bank",1.4512E7,1.0609E7,7252000.0,3874000.0,1.1041E7,9182000.0,7090000.0,4566000.0,1.6777E7,1.2552E7,8222000.0,4861000.0,2.2461E7,1.7066E7,1.3068E7,8029000.0,2.9083E7,2.2987E7,1.5506E7,9071000.0,3.2121E7,2.3013E7,1.4664E7,7742000.0,3.4904E7,2.8772E7,1.9404E7,1.1092E7,4.0052E7,4.9772E7,2.0441E7,1.105E7,6.2732E7,4.761E7,2.9253E7,1.6317E7,8.3354E7,6.7077E7,5.0941E7,3.1399E7,1.35714E8,1.0299E8,6.5207E7,3.5705E7,1.88246E8,1.48649E8,7.9748E7,3.9513E7,2.04388E8,1.71979E8,1.11744E8,6.5095E7,3.44421E8,2.80545E8,2.11133E8,7.0182E7,3.19595E8,2.25062E8,1.02235E8,4.0272E7,1.04765E8,6.4351E7,2.9344E7,1.4482E7,4.5984E7,2.3828E7,1.2231E7,6780000.0,2.3001E7,1.6315E7,9459000.0,4317000.0,1.6254E7,1.1694E7,7492000.0,3241000.0,1.2886E7,9217000.0,5384000.0,2637000.0,1.2984E7,9022000.0,5928000.0,2824000.0,1.8118E7,6442000.0,4801000.0,3345000.0,6152000.0,3203000.0,1430000.0,1123000.0,785000.0,418000.0
"Secured by multifamily residential properties","the-huntington-national-bank",3.8853E7,3.0812E7,6514000.0,3147000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0.0,0.0,75000.0,22000.0,22000.0,1000.0,231000.0,231000.0,26000.0,26000.0,73000.0,1000.0,1000.0,1000.0,974000.0,729000.0,478000.0,478000.0,194000.0,163000.0,163000.0,0.0,877000.0,828000.0,323000.0,13000.0,3290000.0,2639000.0,2639000.0,815000.0,1715000.0,1531000.0,954000.0,622000.0,7734000.0,6869000.0,6493000.0,1860000.0,9316000.0,6155000.0,4088000.0,4065000.0,3.4489E7,2.2762E7,1.4743E7,4841000.0,5.0451E7,3.4621E7,1.624E7,7475000.0,3804000.0,3766000.0,1271000.0,0.0,3395000.0,33000.0,18000.0,18000.0,521000.0,482000.0,449000.0,0.0,36000.0,22000.0,0.0,0.0,871000.0,346000.0,0.0,0.0,263000.0,198000.0,140000.0,0.0,0.0,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,802000.0,905000.0
"Secured by nonfarm nonresidential properties","the-huntington-national-bank",6.8263E7,4.3845E7,2.6828E7,1.6302E7,2.1351E7,1.6254E7,9217000.0,8847000.0,3.2299E7,3.1732E7,2.1914E7,603000.0,3.8611E7,2.7823E7,1685000.0,581000.0,1.7111E7,8181000.0,5521000.0,4908000.0,1.9149E7,6974000.0,6082000.0,4538000.0,1.2004E7,1.0566E7,8659000.0,7767000.0,1.5769E7,1.3166E7,1.2083E7,1.1473E7,2.3909E7,1.9474E7,1.5884E7,5856000.0,3.5732E7,2.2843E7,1.4255E7,6915000.0,6.2394E7,5.6553E7,3.1906E7,1.9719E7,6.1617E7,4.3882E7,2.7981E7,1.6731E7,1.1842E8,9.4788E7,7.451E7,4.221E7,2.08944E8,1.69372E8,1.14829E8,5.4832E7,3.30251E8,1.84056E8,1.243E8,3.1512E7,4.5236E7,2.4536E7,1.323E7,5356000.0,2.5172E7,5573000.0,3355000.0,1612000.0,7435000.0,6100000.0,4909000.0,2058000.0,8513000.0,7264000.0,4116000.0,271000.0,1675000.0,1514000.0,948000.0,171000.0,9130000.0,2963000.0,1335000.0,885000.0,1.5012E7,3345000.0,1508000.0,2163000.0,2111000.0,651000.0,1070000.0,3255000.0,3997000.0,328000.0
"Real estate loans in foreign offices","the-huntington-national-bank",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.097197178209577E8,3.394085365340314E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
"Loans to depository institutions","the-huntington-national-bank",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"To foreign banks","the-huntington-national-bank",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,7.097197178209577E8,3.394085365340314E8,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Loans to finance agricultural production and other loans to farmers","the-huntington-national-bank",927000.0,87000.0,87000.0,48000.0,89000.0,84000.0,84000.0,0.0,70000.0,45000.0,43000.0,43000.0,340000.0,88000.0,38000.0,21000.0,191000.0,118000.0,109000.0,58000.0,297000.0,202000.0,7.097197178209577E8,3.394085365340314E8,923000.0,719000.0,673000.0,0.0,31000.0,0.0,0.0,0.0,16000.0,4000.0,0.0,0.0,274000.0,2000.0,2000.0,0.0,4000.0,4000.0,4000.0,0.0,315000.0,315000.0,0.0,0.0,76000.0,10000.0,10000.0,10000.0,324000.0,207000.0,200000.0,188000.0,33000.0,33000.0,29000.0,24000.0,2000.0,143000.0,0.0,0.0,431000.0,165000.0,89000.0,89000.0,98000.0,98000.0,98000.0,18000.0,58000.0,58000.0,13000.0,0.0,0.0,0.0,0.0,0.0,349000.0,281000.0,258000.0,210000.0,720000.0,75000.0,62000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0
"Commercial and industrial loans","the-huntington-national-bank",1.39458E8,9.7792E7,6.1427E7,2.6307E7,7.0223E7,3.919E7,1.931E7,1.1625E7,1.53788E8,1.32648E8,8.2524E7,3.4897E7,3.12428E8,2.29946E8,1.63362E8,8.4059E7,1.25235E8,9.7784E7,4.9767E7,3.0479E7,3.6759E7,2.3546E7,1.8218E7,1.409E7,3.9238E7,3.0451E7,1.5512E7,7811000.0,7.6454E7,4.9219E7,3.068E7,1.6069E7,5.9346E7,4.6849E7,2.3662E7,1.864E7,4.6065E7,3.9171E7,2.8848E7,1.4173E7,2.9861E7,1.8673E7,1.3376E7,7223000.0,9.5393E7,6.3465E7,4.4182E7,2.4689E7,1.07807E8,8.8057E7,6.5272E7,4.4955E7,1.99727E8,1.56661E8,7.4368E7,6.1352E7,3.4254E8,2.52922E8,1.74843E8,8.063E7,5.7263E7,2.7519E7,2.0547E7,9587000.0,4.5212E7,2.5369E7,1.3339E7,4223000.0,2.9121E7,2.0191E7,1.421E7,1.0591E7,1.7626E7,1.1401E7,7793000.0,1.9167E7,2.7382E7,2.179E7,1.808E7,8283000.0,9.5364E7,5.8592E7,4.2424E7,1.4542E7,1.20893E8,6.5303E7,1.7632E7,1.5439E7,2.5077E7,2.2891E7,1.4528E7,8418000.0,8153000.0,1.4128E7
"Loans to individuals","the-huntington-national-bank",1.70406E8,1.21542E8,7.9638E7,4.2825E7,1.74046E8,1.30016E8,8.3654E7,4.5164E7,1.23004E8,7.8152E7,4.9463E7,2.9443E7,1.43497E8,1.10769E8,7.5177E7,3.9532E7,1.68899E8,1.22214E8,8.0302E7,4.2987E7,1.56892E8,9.3362E7,6.3347E7,3.3438E7,1.22253E8,8.8688E7,5.8864E7,3.0928E7,8.1864E7,4.7573E7,2.8273E7,1.5271E7,5.1508E7,3.5492E7,2.3135E7,1.042E7,4.1962E7,3.0854E7,2.0573E7,1.2094E7,3.34E7,2.4396E7,1.6632E7,9825000.0,4.5802E7,3.6631E7,2.5617E7,1.3093E7,6.2056E7,3.405E7,2.9172E7,1.4166E7,6.5807E7,4.9645E7,3.4878E7,1.965E7,9.5497E7,7.0798E7,4.8314E7,2.4858E7,7.436E7,6.4822E7,4.4798E7,2.3407E7,5.8217E7,4.1297E7,2.1455E7,1.0928E7,4.0751E7,3.0025E7,1.9769E7,1.0593E7,4.4295E7,3.3617E7,2.2362E7,1.1211E7,6.3737E7,4.8323E7,3.4139E7,2.1321E7,7.1206E7,5.2784E7,3.4434E7,1.8976E7,6.6372E7,9.8028E7,6.1454E7,7.7163E7,7.3263E7,7.3251E7,4.2739E7,2.7524E7,1.9144E7,1.706E7
"Credit card loan charge offs","the-huntington-national-bank",2.8694E7,2.031E7,1.3139E7,6506000.0,1.9087E7,1.3572E7,9328000.0,5106000.0,1.8419E7,1.4075E7,1.0595E7,6585000.0,3.3451E7,2.7513E7,2.1185E7,1.2311E7,5.9574E7,4.4608E7,2.9129E7,1.449E7,5.0197E7,3.6144E7,2.3561E7,1.203E7,3.3567E7,2.3245E7,1.4926E7,7546000.0,1.9675E7,1.2393E7,7065000.0,3474000.0,7609000.0,4767000.0,2742000.0,1328000.0,2400000.0,1346000.0,585000.0,128000.0,44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3202000.0,2.2001E7,2.8836E7,2.6241E7,1.624E7,1.1271E7,7770000.0,7449000.0
"Auto Loans Charge-Offs","the-huntington-national-bank",5.0048E7,3.5133E7,2.3105E7,1.2446E7,3.7289E7,2.5964E7,1.6348E7,8252000.0,2.6579E7,2.1765E7,1.6169E7,1.1074E7,6.022E7,4.583E7,2.878E7,1.3873E7,5.7419E7,4.124E7,2.7816E7,1.6029E7,5.6611E7,4.2331E7,2.8939E7,1.5923E7,6.7066E7,4.9847E7,3.4316E7,1.7753E7,5.4772E7,3.1426E7,1.9454E7,1.1028E7,3.7021E7,2.4951E7,1.5625E7,8114000.0,3.1403E7,2.2212E7,1.4914E7,8183000.0,2.4844E7,1.589E7,1.1332E7,5891000.0,3.593E7,2.7852E7,1.9101E7,8515000.0,4.8577E7,2.3376E7,2.1055E7,1.0374E7,1.1585799763600526E9,8.6419191717477E8,5.852884170532194E8,2.948967184329829E8,1.1275333197798948E9,8.260285250378664E8,5.485883244912742E8,2.6928935815607506E8,1.0060852842537575E9,7.538502407514855E8,4.9543187584061515E8,2.454434179552604E8,9.863838789328743E8,7.558344395387263E8,4.860512154767642E8,2.3820463268158346E8,8.546862348647711E8,6.209135600624133E8,4.0501302466019416E8,1.9863975708029196E8,7.008777625017421E8,5.201332649965157E8,3.493606153158087E8,1.6533933852135816E8,5.824426893136181E8,4.2592192274509805E8,2.8513784185313344E8,1.3942732544405997E8,5.3469347138408303E8,3.903218647443291E8,2.736087917854251E8,1.348352808299595E8,5.572475849835662E8,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Other Consumer Loan Charge-Offs","the-huntington-national-bank",9.1664E7,6.6099E7,4.3394E7,2.3873E7,1.1767E8,9.048E7,5.7978E7,3.1806E7,7.8006E7,4.2312E7,2.2699E7,1.1784E7,4.9826E7,3.7426E7,2.5212E7,1.3348E7,5.1906E7,3.6366E7,2.3357E7,1.2468E7,5.0084E7,1.4887E7,1.0847E7,5485000.0,2.162E7,1.5596E7,9622000.0,5629000.0,7417000.0,3754000.0,1754000.0,769000.0,6878000.0,5774000.0,4768000.0,978000.0,8159000.0,7296000.0,5074000.0,3783000.0,8512000.0,8506000.0,5300000.0,3934000.0,9872000.0,8779000.0,6516000.0,4578000.0,1.3479E7,1.0674E7,8117000.0,3792000.0,6.5807E7,4.9645E7,3.4878E7,1.965E7,9.5497E7,7.0798E7,4.8314E7,2.4858E7,7.436E7,6.4822E7,4.4798E7,2.3407E7,5.8217E7,4.1297E7,2.1455E7,1.0928E7,4.0751E7,3.0025E7,1.9769E7,1.0593E7,4.4295E7,3.3617E7,2.2362E7,1.1211E7,6.3737E7,4.8323E7,3.4139E7,2.1321E7,7.1206E7,5.2784E7,3.4434E7,1.8976E7,6.6372E7,9.8028E7,5.8252E7,5.5162E7,4.4427E7,4.701E7,2.6499E7,1.6253E7,1.1374E7,9611000.0
"Loans to foreign governments and official institutions","the-huntington-national-bank",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.097197178209577E8,3.394085365340314E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Other loans","the-huntington-national-bank",1.3112E7,1.013E7,6031000.0,5136000.0,1.4651E7,9941000.0,6765000.0,4407000.0,7359000.0,4021000.0,3549000.0,1274000.0,6681000.0,4546000.0,3602000.0,2028000.0,6913000.0,5149000.0,3473000.0,1811000.0,6395000.0,2.4974E7,1.4983E7,8030000.0,2.8982E7,2.056E7,1.3757E7,6817000.0,2.466E7,1.7004E7,9865000.0,5147000.0,2.2856E7,1.6582E7,1.0414E7,5500000.0,2.5626E7,1.8033E7,9517000.0,4270000.0,2.724E7,1.9366E7,1.1254E7,5297000.0,2.161E7,1.514E7,9214000.0,4558000.0,1.7309E7,1.2061E7,7222000.0,3035000.0,1.5122E7,1.2142E7,7657000.0,3433000.0,1.46008E8,1.36782E8,1.32293E8,1.24668E8,1.74352E8,1.11375E8,6.1454E7,239000.0,3.11548E8,240000.0,129000.0,65000.0,356000.0,236000.0,168000.0,0.0,338000.0,338000.0,288000.0,0.0,0.0,0.0,0.0,0.0,2076000.0,2064000.0,1841000.0,1841000.0,1557000.0,168000.0,116000.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lease financing receivables","the-huntington-national-bank",8165000.0,6336000.0,2805000.0,995000.0,1.8802E7,1.2054E7,7480000.0,6499000.0,4.7849E7,4.3145E7,3.0922E7,2.3975E7,1.5133E7,8983000.0,2102000.0,1164000.0,1.257E7,1.056E7,1.0159E7,6909000.0,8232000.0,7415000.0,5063000.0,4439000.0,1.166E7,9827000.0,9618000.0,5741000.0,3615000.0,943000.0,446000.0,29000.0,2578000.0,578000.0,504000.0,2000.0,626000.0,624000.0,617000.0,26000.0,199000.0,197000.0,160000.0,138000.0,2084000.0,1625000.0,1187000.0,880000.0,1.0143E7,7140000.0,3792000.0,2175000.0,3.6022E7,2.1412E7,1.7204E7,7849000.0,4.5711E7,3.464E7,2.0632E7,9068000.0,3.0105E7,1.8474E7,1.0911E7,5570000.0,1.7855E7,1.2069E7,7937000.0,3289000.0,1.494E7,1.052E7,6848000.0,4189000.0,2.7652E7,2.3851E7,2.038E7,3288000.0,1.2829E7,8531000.0,5645000.0,3247000.0,6835000.0,4980000.0,3393000.0,920000.0,1338000.0,0.0,0.0,0.0,0.0,9878000.0,2682000.0,3565000.0,628000.0,1242000.0
"Loans to finance agricultural production and other loans to farmers","the-huntington-national-bank",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,7.041757107874564E8,3.377151464425087E8,1.380594944477352E9,1.0407492764738677E9,6.828558563344948E8,3.390216961180124E8,1.265103696494134E9,9.502647767046239E8,6.358745690717736E8,3.4288086281228435E8,1.5680727700414078E9,1.184049153616287E9,7.866827224982747E8,3.772406093823326E8,1.4591140848826778E9,1.0774888368564527E9,0.0,0.0,1.2433018490715532E9,9.372023248272251E8,6.160194455811518E8,3.014396815148342E8,1.1041138648372092E9,8.204264251063123E8,5.3150372989700997E8,2.4750332569431204E8,1.0337824073371465E9,7.736262545281221E8,5.167370937559581E8,2.5415176591039085E8,1.0196647597019658E9,7.403975995814838E8,4.889083155516804E8,2.3952986666772354E8,1.0341414466106532E9,7.812406951934052E8,5.342422953836398E8,2.6745372300253648E8,1.0971861934939759E9,8.196037814743184E8,5.39581266274572E8,2.787791017152822E8,1.1244915997942784E9,8.562884920315012E8,5.394800475377692E8,2.6871740033108324E8,1.1585799763600526E9,8.6419191717477E8,5.852884170532194E8,2.948967184329829E8,1.1275333197798948E9,8.260285250378664E8,5.485883244912742E8,2.6928935815607506E8,1.0060852842537575E9,7.538502407514855E8,4.9543187584061515E8,2.454434179552604E8,9.863838789328743E8,7.558344395387263E8,4.860512154767642E8,2.3820463268158346E8,8.546862348647711E8,6.209135600624133E8,4.0501302466019416E8,1.9863975708029196E8,7.008777625017421E8,5.201332649965157E8,3.493606153158087E8,1.6533933852135816E8,5.824426893136181E8,4.2592192274509805E8,2.8513784185313344E8,1.3942732544405997E8,5.3469347138408303E8,3.903218647443291E8,2.736087917854251E8,1.348352808299595E8,5.572475849835662E8,5.845586125283843E8,5.52338071922366E8,4.73232138178025E8,3.6736980523875755E8,3.350101443115438E8,2.98879779258229E8,2.3248369899391672E8,2.2024706160801563E8,2.216757700148075E8
"Total recoveries","the-huntington-national-bank",1.80743E8,1.42315E8,8.5152E7,4.2014E7,1.91537E8,1.44915E8,1.05951E8,6.1652E7,1.67235E8,1.21989E8,7.0916E7,3.0854E7,9.0802E7,6.2669E7,3.5191E7,1.8627E7,9.5585E7,7.5838E7,4.646E7,2.4722E7,1.16389E8,8.671E7,5.8268E7,3.4969E7,9.271E7,7.2889E7,5.1061E7,3.0655E7,1.18376E8,9.7129E7,7.793E7,5.1141E7,1.27932E8,9.4794E7,5.0082E7,2.8487E7,1.21921E8,8.8675E7,6.0186E7,3.0003E7,1.17864E8,9.0627E7,6.073E7,3.2282E7,1.12738E8,7.5905E7,4.8812E7,2.4969E7,1.20205E8,9.0051E7,6.4709E7,3.3844E7,1.2734E8,9.4922E7,5.8743E7,2.8567E7,8.349E7,5.7673E7,3.634E7,1.132E7,5.3525E7,4.3134E7,3.0618E7,1.7937E7,4.0164E7,2.9702E7,1.9353E7,9694000.0,3.7316E7,2.745E7,1.9563E7,9190000.0,3.558E7,2.6082E7,1.8206E7,8773000.0,4.7583E7,3.6756E7,2.687E7,8540000.0,3.9675E7,2.6796E7,1.6309E7,7428000.0,3.7439E7,2.8272E7,2.4178E7,2.9544E7,2.946E7,2.2496E7,1.5269E7,1.1587E7,1.4644E7,1.057E7
"Loans secured by real estate, total","the-huntington-national-bank",4.6592E7,3.76E7,1.9464E7,1.0378E7,5.4946E7,3.7048E7,2.4314E7,1.056E7,4.3356E7,3.1173E7,1.8132E7,8354000.0,2.0098E7,1.4389E7,9208000.0,5150000.0,2.4094E7,1.8407E7,1.2165E7,5569000.0,5.1764E7,3.4111E7,2.2606E7,1.8297E7,3.7487E7,3.1344E7,2.1048E7,1.0658E7,6.3544E7,5.425E7,4.4966E7,3.3947E7,6.2864E7,4.9214E7,2.4123E7,1.3193E7,6.2553E7,4.7675E7,3.4677E7,2.1851E7,5.8231E7,4.7966E7,3.5198E7,1.3674E7,5.2735E7,3.8646E7,2.4714E7,1.4238E7,5.3678E7,3.8343E7,2.6249E7,1.6125E7,4.7033E7,3.4773E7,1.8609E7,9245000.0,1.8993E7,8234000.0,4530000.0,2064000.0,9150000.0,7196000.0,3624000.0,3305000.0,6934000.0,5582000.0,3546000.0,1854000.0,6574000.0,5221000.0,2872000.0,1660000.0,3804000.0,3224000.0,2131000.0,786000.0,1498000.0,1206000.0,758000.0,298000.0,3089000.0,1496000.0,947000.0,493000.0,3803000.0,1553000.0,913000.0,2096000.0,3008000.0,875000.0,1726000.0,747000.0,529000.0,150000.0
"To non-U.S. addressees","the-huntington-national-bank",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2753000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Real estate loans in domestic offices","the-huntington-national-bank",2.4178022284324903E9,1.7924267200106876E9,1.1686763385892413E9,5.571655357748486E8,1.7090306297292483E9,1.1508671442857144E9,2.4314E7,1.056E7,4.3356E7,3.1173E7,1.8132E7,8354000.0,2.0098E7,1.4389E7,9208000.0,5150000.0,2.4094E7,1.8407E7,1.2165E7,5569000.0,5.1764E7,3.4111E7,2.2606E7,1.8297E7,3.7487E7,3.1344E7,2.1048E7,1.0658E7,6.3544E7,5.425E7,4.4966E7,3.3947E7,6.2864E7,4.9214E7,2.4123E7,1.3193E7,6.2553E7,4.7675E7,3.4677E7,2.1851E7,5.8231E7,4.7966E7,3.5198E7,1.3674E7,5.2735E7,3.8646E7,2.4714E7,1.4238E7,5.3678E7,3.8343E7,2.6249E7,1.6125E7,4.7033E7,3.4773E7,1.8609E7,9245000.0,1.8993E7,8234000.0,4530000.0,2064000.0,9150000.0,7196000.0,3624000.0,3305000.0,6934000.0,5582000.0,3546000.0,1854000.0,6574000.0,5221000.0,2872000.0,1660000.0,3804000.0,3224000.0,2131000.0,786000.0,1498000.0,1206000.0,758000.0,298000.0,3089000.0,1496000.0,947000.0,493000.0,3803000.0,1553000.0,913000.0,2096000.0,3006000.0,874000.0,1726000.0,747000.0,529000.0,150000.0
"Construction and land development","the-huntington-national-bank",722000.0,600000.0,573000.0,210000.0,621000.0,357000.0,209000.0,74000.0,513000.0,318000.0,243000.0,14000.0,520000.0,507000.0,310000.0,245000.0,195000.0,157000.0,69000.0,21000.0,794000.0,586000.0,479000.0,461000.0,1638000.0,1580000.0,544000.0,452000.0,1.4273E7,1.2212E7,1.1087E7,9679000.0,2385000.0,2141000.0,826000.0,587000.0,7179000.0,6848000.0,3230000.0,1367000.0,7997000.0,6002000.0,3448000.0,958000.0,1.4106E7,8889000.0,5539000.0,3786000.0,5949000.0,5713000.0,4560000.0,1179000.0,5801000.0,5199000.0,1720000.0,907000.0,998000.0,533000.0,344000.0,271000.0,174000.0,170000.0,16000.0,2000.0,1000.0,1000.0,1000.0,1000.0,500000.0,500000.0,498000.0,482000.0,730000.0,642000.0,637000.0,86000.0,94000.0,94000.0,74000.0,52000.0,367000.0,165000.0,152000.0,0.0,403000.0,179000.0,165000.0,192000.0,441000.0,111000.0,531000.0,5000.0,1000.0,0.0
