breakdown,bank,12/31/2023,12/31/2022,12/31/2021,12/31/2020
"Cash Dividends Paid",GS,-4189000.0,-3682000.0,-2725000.0,-2336000.0
"Common Stock Dividend Paid",GS,12714959.061014263,214641227.3611557,125287530.36793894,-2336000.0
"Net Other Financing Charges",GS,2279000.0,563000.0,497000.0,599000.0
"End Cash Position",GS,241577000.0,241825000.0,261036000.0,155842000.0
"Changes in Cash",GS,-2099000.0,-7650000.0,110571000.0,17489000.0
"Effect of Exchange Rate Changes",GS,1851000.0,-11561000.0,-5377000.0,4807000.0
"Beginning Cash Position",GS,241825000.0,261036000.0,155842000.0,133546000.0
"Income Tax Paid Supplemental Data",GS,2389000.0,4555000.0,6195000.0,2754000.0
"Interest Paid Supplemental Data",GS,60026000.0,19022000.0,5521000.0,9091000.0
"Capital Expenditure",GS,-2316000.0,-3748000.0,-4667000.0,-6309000.0
"Issuance of Capital Stock",GS,1496000.0,0.0,2172000.0,349000.0
"Issuance of Debt",GS,50200000.0,86322000.0,97512000.0,55323000.0
"Repayment of Debt",GS,-57636000.0,-46213000.0,-59198000.0,-59188000.0
"Repurchase of Capital Stock",GS,-6796000.0,-3500000.0,-7875000.0,-2278000.0
"Free Cash Flow",GS,-14903000.0,4960000.0,1631000.0,-24844000.0
"Operating Cash Flow",SCHW,19587000.0,2057000.0,2118000.0,6852000.0
"Cash Flow from Continuing Operating Activities",SCHW,19587000.0,2057000.0,2118000.0,6852000.0
"Net Income from Continuing Operations",SCHW,5067000.0,7183000.0,5855000.0,3299000.0
"Depreciation Amortization Depletion",SCHW,1338000.0,1248000.0,1164000.0,604000.0
"Depreciation & amortization",SCHW,1338000.0,1248000.0,1164000.0,604000.0
Depreciation,SCHW,804000.0,652000.0,549000.0,414000.0
Amortization,SCHW,534000.0,596000.0,615000.0,190000.0
"Amortization of Intangibles",SCHW,534000.0,596000.0,615000.0,190000.0
"Deferred Tax",SCHW,-478000.0,-18000.0,53000.0,-138000.0
"Deferred Income Tax",SCHW,-478000.0,-18000.0,53000.0,-138000.0
"Other non-cash items",SCHW,702000.0,490000.0,372000.0,349000.0
"Amortization of Financing Costs And Discounts",SCHW,830000.0,1375000.0,2346000.0,1586000.0
"Stock based compensation",SCHW,320000.0,366000.0,254000.0,204000.0
"Change in working capital",SCHW,11808000.0,-8587000.0,-7926000.0,948000.0
"Change in Receivables",SCHW,-2135000.0,23947000.0,-26168000.0,-14609000.0
"Changes in Account Receivables",SCHW,-2135000.0,23947000.0,-26168000.0,-14609000.0
"Change in Payables And Accrued Expense",SCHW,-7796000.0,-31759000.0,22792000.0,25761000.0
"Change in Payable",SCHW,-12652000.0,-28233000.0,21470000.0,22909000.0
"Change in Account Payable",SCHW,-12652000.0,-28233000.0,21470000.0,22909000.0
"Change in Accrued Expense",SCHW,4856000.0,-3526000.0,1322000.0,2852000.0
"Change in Other Current Assets",SCHW,21739000.0,-775000.0,-4550000.0,-10204000.0
"Change in Other Working Capital",SCHW,12714959.061014263,214641227.3611557,-3398000.0,-10208000.0
"Investing Cash Flow",SCHW,57411000.0,32048000.0,-75663000.0,-125851000.0
"Cash Flow from Continuing Investing Activities",SCHW,57411000.0,32048000.0,-75663000.0,-125851000.0
"Net Investment Purchase And Sale",SCHW,58947000.0,39351000.0,-63514000.0,-134123000.0
"Purchase of Investment",SCHW,-1487000.0,-51009000.0,-171732000.0,-202171000.0
"Sale of Investment",SCHW,60434000.0,90360000.0,108218000.0,68048000.0
"Net Proceeds Payment for Loan",SCHW,99000.0,-5788000.0,-10845000.0,-5675000.0
"Net PPE Purchase And Sale",SCHW,-700000.0,-971000.0,-916000.0,-631000.0
"Purchase of PPE",SCHW,-700000.0,-971000.0,-916000.0,-631000.0
"Net Business Purchase And Sale",SCHW,12714959.061014263,0.0,0.0,14748000.0
"Sale of Business",SCHW,12714959.061014263,0.0,0.0,14748000.0
"Net Other Investing Changes",SCHW,-935000.0,-544000.0,-388000.0,-170000.0
"Financing Cash Flow",SCHW,-61245000.0,-68723000.0,96323000.0,143982000.0
"Cash Flow from Continuing Financing Activities",SCHW,-61245000.0,-68723000.0,96323000.0,143982000.0
"Net Issuance Payments of Debt",SCHW,21162000.0,14126000.0,10066000.0,2370000.0
"Net Long Term Debt Issuance",SCHW,19266000.0,14335000.0,5214000.0,2370000.0
"Long Term Debt Issuance",SCHW,55297000.0,15475000.0,7036000.0,3070000.0
"Long Term Debt Payments",SCHW,-36031000.0,-1140000.0,-1822000.0,-700000.0
"Net Short Term Debt Issuance",SCHW,1896000.0,-209000.0,4852000.0,0.0
"Short Term Debt Issuance",SCHW,17000000.0,20891000.0,11107000.0,1234000.0
"Short Term Debt Payments",SCHW,-15104000.0,-21100000.0,-6255000.0,-1234000.0
"Net Common Stock Issuance",SCHW,-2842000.0,-3395000.0,0.0,0.0
"Common Stock Payments",SCHW,-2842000.0,-3395000.0,0.0,0.0
"Net Preferred Stock Issuance",SCHW,-467000.0,-260000.0,2206000.0,4940000.0
"Preferred Stock Issuance",SCHW,0.0,740000.0,2806000.0,4940000.0
"Preferred Stock Payments",SCHW,-467000.0,-1000000.0,-600000.0,0.0
"Cash Dividends Paid",SCHW,-2276000.0,-2110000.0,-1822000.0,-1280000.0
"Proceeds from Stock Option Exercised",SCHW,49000.0,64000.0,221000.0,79000.0
"Net Other Financing Charges",SCHW,-100000.0,-94000.0,-104000.0,-55000.0
"End Cash Position",SCHW,74473000.0,58720000.0,93338000.0,70560000.0
"Changes in Cash",SCHW,15753000.0,-34618000.0,22778000.0,24983000.0
"Beginning Cash Position",SCHW,58720000.0,93338000.0,70560000.0,45577000.0
"Income Tax Paid Supplemental Data",SCHW,1620000.0,2130000.0,2053000.0,803000.0
"Interest Paid Supplemental Data",SCHW,5623000.0,1355000.0,501000.0,434000.0
"Capital Expenditure",SCHW,-700000.0,-971000.0,-916000.0,-631000.0
"Issuance of Capital Stock",SCHW,0.0,740000.0,2806000.0,4940000.0
"Issuance of Debt",SCHW,72297000.0,36366000.0,18143000.0,4304000.0
"Repayment of Debt",SCHW,-51135000.0,-22240000.0,-8077000.0,-1934000.0
"Repurchase of Capital Stock",SCHW,-3309000.0,-4395000.0,-600000.0,0.0
"Free Cash Flow",SCHW,18887000.0,1086000.0,1202000.0,6221000.0
"Operating Cash Flow",MUFG,13431773000.0,9839899000.0,34904946000.0,89357174.79968329
"Cash Flow from Continuing Operating Activities",MUFG,13431766000.0,214641227.3611557,34904947000.0,1489857000.0
"Net Income from Continuing Operations",MUFG,1569923000.0,-3472433000.0,1042036000.0,89357174.79968329
"Operating Gains Losses",MUFG,-2119927000.0,214641227.3611557,-1849586000.0,-2788581000.0
"Gain Loss On Sale of PPE",MUFG,918000.0,-225395000.0,-16630000.0,89357174.79968329
"Net Foreign Currency Exchange Gain Loss",MUFG,-2255057000.0,214641227.3611557,-1270550000.0,0.0
"Gain Loss On Investment Securities",MUFG,481930000.0,363250000.0,-240645000.0,89357174.79968329
"Earnings Losses from Equity Investments",MUFG,-425829000.0,214641227.3611557,-321761000.0,345199000.0
"Pension And Employee Benefit Expense",MUFG,78111000.0,18051000.0,2804000.0,89357174.79968329
"Depreciation Amortization Depletion",MUFG,334636000.0,214641227.3611557,355450000.0,89357174.79968329
"Depreciation & amortization",MUFG,334636000.0,214641227.3611557,355450000.0,89357174.79968329
Depreciation,MUFG,314708000.0,214641227.3611557,338617000.0,89357174.79968329
Amortization,MUFG,19928000.0,174133000.0,16833000.0,89357174.79968329
"Amortization of Intangibles",MUFG,19928000.0,214641227.3611557,16833000.0,89357174.79968329
"Deferred Tax",MUFG,12714959.061014263,11207231000.0,266273000.0,-246817000.0
"Deferred Income Tax",MUFG,12714959.061014263,333547000.0,266273000.0,227626000.0
"Other non-cash items",MUFG,-306504000.0,227626000.0,633341000.0,89357174.79968329
"Amortization of Financing Costs And Discounts",MUFG,12714959.061014263,214641227.3611557,59614000.0,-472876000.0
"Asset Impairment Charge",MUFG,18167000.0,-1909694000.0,41240000.0,89357174.79968329
"Provision for Loan Lease And Other Losses",MUFG,12714959.061014263,214641227.3611557,484210000.0,-249370000.0
"Unrealized Gain Loss On Investment Securities",MUFG,12714959.061014263,-2202726000.0,5002000.0,89357174.79968329
"Change in working capital",MUFG,14413010000.0,214641227.3611557,34793939000.0,89357174.79968329
"Change in Receivables",MUFG,153662000.0,214641227.3611557,15787000.0,89357174.79968329
"Change in Payables And Accrued Expense",MUFG,83926000.0,214641227.3611557,-214910000.0,-97893977000.0
"Change in Payable",MUFG,83926000.0,96739005000.0,-214910000.0,89357174.79968329
"Change in Loans",MUFG,1702275000.0,214641227.3611557,10800768000.0,-19019000.0
"Change in Other Current Assets",MUFG,-57307000.0,-101275000.0,-568723000.0,89357174.79968329
"Change in Other Current Liabilities",MUFG,2618027000.0,214641227.3611557,-91305000.0,-281451000.0
"Change in Other Working Capital",MUFG,9912427000.0,-282728000.0,24852322000.0,89357174.79968329
"Taxes Refund Paid",MUFG,-477532000.0,214641227.3611557,-111474000.0,-689742000.0
"Investing Cash Flow",MUFG,-10675096000.0,-725593000.0,-10140343000.0,89357174.79968329
"Cash Flow from Continuing Investing Activities",MUFG,-10675096000.0,214641227.3611557,-10140343000.0,-57542000.0
"Capital Expenditure Reported",MUFG,12714959.061014263,-1080428000.0,-116707000.0,89357174.79968329
"Proceeds Payment Federal Funds Sold And Securities Purchased Under Agreement To Resell",MUFG,12714959.061014263,214641227.3611557,9833348000.0,89357174.79968329
"Net Investment Purchase And Sale",MUFG,-8565674000.0,-563389000.0,-9432625000.0,89357174.79968329
"Purchase of Investment",MUFG,-103993341000.0,214641227.3611557,-116742577000.0,226091000.0
"Sale of Investment",MUFG,95427667000.0,-789480000.0,107309952000.0,89357174.79968329
"Net Proceeds Payment for Loan",MUFG,12714959.061014263,214641227.3611557,2939996000.0,-153116000.0
"Net PPE Purchase And Sale",MUFG,-71787000.0,5399000.0,-84445000.0,89357174.79968329
"Purchase of PPE",MUFG,-118147000.0,214641227.3611557,-133671000.0,-334619000.0
"Sale of PPE",MUFG,46360000.0,-334619000.0,49226000.0,89357174.79968329
"Net Intangibles Purchase And Sale",MUFG,-283298000.0,214641227.3611557,-254896000.0,110763205000.0
"Purchase of Intangibles",MUFG,-283478000.0,6556745000.0,-263119000.0,89357174.79968329
"Sale of Intangibles",MUFG,180000.0,214641227.3611557,8223000.0,102980711000.0
"Net Business Purchase And Sale",MUFG,-1784755000.0,-3139000.0,-23759000.0,89357174.79968329
"Purchase of Business",MUFG,-1784755000.0,214641227.3611557,-23759000.0,89357174.79968329
"Sale of Business",MUFG,0.0,-384003000.0,0.0,89357174.79968329
"Net Other Investing Changes",MUFG,30418000.0,214641227.3611557,-344618000.0,226091000.0
"Financing Cash Flow",MUFG,-977138000.0,-789480000.0,-436071000.0,89357174.79968329
"Cash Flow from Continuing Financing Activities",MUFG,-977138000.0,214641227.3611557,-436072000.0,9455896000.0
"Operating Cash Flow",C,-73416000.0,25069000.0,47090000.0,-23488000.0
"Cash Flow from Continuing Operating Activities",C,-73416000.0,25069000.0,47090000.0,-23488000.0
"Net Income from Continuing Operations",C,9229000.0,15076000.0,21945000.0,11067000.0
"Operating Gains Losses",C,-1327000.0,-330000.0,241000.0,-1591000.0
"Gain Loss On Investment Securities",C,-188000.0,-67000.0,-665000.0,-1756000.0
"Depreciation Amortization Depletion",C,4560000.0,4262000.0,3964000.0,3937000.0
"Depreciation & amortization",C,4560000.0,4262000.0,3964000.0,3937000.0
"Deferred Tax",C,-2416000.0,-1141000.0,1413000.0,-2333000.0
"Deferred Income Tax",C,-2416000.0,-1141000.0,1413000.0,-2333000.0
"Other non-cash items",C,6739000.0,-18125000.0,-15559000.0,1246000.0
"Asset Impairment Charge",C,0.0,535000.0,0.0,0.0
"Provision for Loan Lease And Other Losses",C,9186000.0,5239000.0,-3778000.0,17368000.0
"Change in working capital",C,-99387000.0,19553000.0,38864000.0,-53182000.0
"Change in Receivables",C,12714959.061014263,214641227.3611557,125287530.36793894,-3066000.0
"Change in Loans",C,1929000.0,4421000.0,-3809000.0,1202000.0
"Change in Other Current Assets",C,-6361000.0,-4992000.0,-2139000.0,-1012000.0
"Change in Other Current Liabilities",C,3587000.0,5343000.0,6839000.0,558000.0
"Change in Other Working Capital",C,-98542000.0,14781000.0,37973000.0,-53930000.0
"Investing Cash Flow",C,-8459000.0,-79455000.0,-110746000.0,-92445000.0
"Cash Flow from Continuing Investing Activities",C,-8459000.0,-79455000.0,-110746000.0,-92445000.0
"Capital Expenditure Reported",C,-6583000.0,-5632000.0,-4119000.0,-3446000.0
"Proceeds Payment Federal Funds Sold And Securities Purchased Under Agreement To Resell",C,19701000.0,-38113000.0,-32576000.0,-43390000.0
"Net Investment Purchase And Sale",C,18649000.0,-28841000.0,-74435000.0,-62196000.0
"Purchase of Investment",C,-236512000.0,-261650000.0,-342430000.0,-332387000.0
"Sale of Investment",C,255161000.0,232809000.0,267995000.0,270191000.0
"Net Proceeds Payment for Loan",C,-39724000.0,-11882000.0,1745000.0,15744000.0
"Proceeds from Loans",C,4801000.0,4709000.0,2918000.0,15744000.0
"Payment for Loans",C,-44525000.0,-16591000.0,-1173000.0,14249000.0
"Net PPE Purchase And Sale",C,56000.0,63000.0,190000.0,50000.0
"Sale of PPE",C,56000.0,63000.0,190000.0,50000.0
"Net Business Purchase And Sale",C,-1393000.0,5741000.0,0.0,0.0
"Purchase of Business",C,-1393000.0,214641227.3611557,125287530.36793894,89357174.79968329
"Sale of Business",C,12714959.061014263,5741000.0,0.0,0.0
"Net Other Investing Changes",C,835000.0,-791000.0,-1551000.0,793000.0
"Financing Cash Flow",C,687000.0,137763000.0,17272000.0,233595000.0
"Cash Flow from Continuing Financing Activities",C,687000.0,137763000.0,17272000.0,233595000.0
"Change in Federal Funds And Securities Sold for Repurchase",C,75663000.0,11159000.0,-8240000.0,33186000.0
"Net Issuance Payments of Debt",C,-8779000.0,66786000.0,-5833000.0,-2479000.0
"Net Long Term Debt Issuance",C,860000.0,47663000.0,-4292000.0,13056000.0
"Long Term Debt Issuance",C,65819000.0,104748000.0,70658000.0,76458000.0
"Long Term Debt Payments",C,-64959000.0,-57085000.0,-74950000.0,-63402000.0
"Net Short Term Debt Issuance",C,-9639000.0,19123000.0,-1541000.0,-15535000.0
"Net Common Stock Issuance",C,-1977000.0,-3250000.0,-7601000.0,-2925000.0
"Common Stock Payments",C,-1977000.0,-3250000.0,-7601000.0,-2925000.0
"Net Preferred Stock Issuance",C,-1406000.0,0.0,-485000.0,1495000.0
"Preferred Stock Issuance",C,2739000.0,0.0,3300000.0,2995000.0
"Preferred Stock Payments",C,-4145000.0,0.0,-3785000.0,-1500000.0
"Cash Dividends Paid",C,-5212000.0,-5003000.0,-5198000.0,-5352000.0
"Net Other Financing Charges",C,-329000.0,-344000.0,-337000.0,-411000.0
"End Cash Position",C,260932000.0,342025000.0,262033000.0,309615000.0
"Changes in Cash",C,-81188000.0,83377000.0,-46384000.0,117662000.0
"Effect of Exchange Rate Changes",C,95000.0,-3385000.0,-1198000.0,-1966000.0
"Beginning Cash Position",C,342025000.0,262033000.0,309615000.0,193919000.0
"Income Tax Paid Supplemental Data",C,5727000.0,3733000.0,4028000.0,4797000.0
"Interest Paid Supplemental Data",C,72989000.0,22615000.0,7143000.0,12094000.0
"Capital Expenditure",C,-6583000.0,-5632000.0,-4119000.0,-3446000.0
"Issuance of Capital Stock",C,2739000.0,0.0,3300000.0,2995000.0
"Issuance of Debt",C,65819000.0,104748000.0,70658000.0,76458000.0
"Repayment of Debt",C,-64959000.0,-57085000.0,-74950000.0,-63402000.0
"Repurchase of Capital Stock",C,-6122000.0,-3250000.0,-11386000.0,-4425000.0
"Free Cash Flow",C,-79999000.0,19437000.0,42971000.0,-26934000.0
"Operating Cash Flow",TD,-65302000.0,38949000.0,50129000.0,229607000.0
"Cash Flow from Continuing Operating Activities",TD,-65302000.0,38949000.0,50129000.0,229607000.0
"Net Income from Continuing Operations",TD,10782000.0,17429000.0,14298000.0,11895000.0
"Operating Gains Losses",TD,-816000.0,-2048000.0,-799000.0,-2664000.0
"Gain Loss On Sale of Business",TD,0.0,-997000.0,0.0,89357174.79968329
"Gain Loss On Investment Securities",TD,48000.0,-60000.0,-14000.0,-40000.0
"Earnings Losses from Equity Investments",TD,-864000.0,-991000.0,-785000.0,-2624000.0
"Depreciation Amortization Depletion",TD,1911000.0,1766000.0,2066000.0,2141000.0
"Depreciation & amortization",TD,1911000.0,1766000.0,2066000.0,2141000.0
Depreciation,TD,1239000.0,1167000.0,1360000.0,1324000.0
Amortization,TD,672000.0,599000.0,706000.0,817000.0
"Amortization of Intangibles",TD,672000.0,599000.0,706000.0,817000.0
"Deferred Tax",TD,-1256000.0,502000.0,258000.0,-1065000.0
"Deferred Income Tax",TD,-1256000.0,502000.0,258000.0,-1065000.0
"Provision for Loan Lease And Other Losses",TD,2933000.0,1067000.0,-224000.0,7242000.0
"Change in working capital",TD,-78856000.0,20233000.0,34530000.0,212058000.0
"Change in Loans",TD,-78691000.0,-115638000.0,-46103000.0,20176000.0
"Change in Other Working Capital",TD,-165000.0,135871000.0,80633000.0,191882000.0
"Investing Cash Flow",TD,76226000.0,-31895000.0,-45268000.0,-223319000.0
"Cash Flow from Continuing Investing Activities",TD,76226000.0,-31895000.0,-45268000.0,-223319000.0
"Proceeds Payment in Interest Bearing Deposits in Bank",TD,41446000.0,30455000.0,-729000.0,-138266000.0
"Net Investment Purchase And Sale",TD,37248000.0,-63375000.0,-41552000.0,-83792000.0
"Purchase of Investment",TD,-51323000.0,-180695000.0,-174952000.0,-197272000.0
"Sale of Investment",TD,88571000.0,117320000.0,133400000.0,113480000.0
"Net Proceeds Payment for Loan",TD,12714959.061014263,214641227.3611557,125287530.36793894,-93912000.0
"Proceeds from Loans",TD,12714959.061014263,214641227.3611557,125287530.36793894,52791000.0
"Payment for Loans",TD,12714959.061014263,214641227.3611557,125287530.36793894,-146703000.0
"Net PPE Purchase And Sale",TD,-1844000.0,-1454000.0,-1129000.0,-1261000.0
"Purchase of PPE",TD,-1844000.0,-1454000.0,-1129000.0,-1261000.0
"Net Business Purchase And Sale",TD,-624000.0,2479000.0,-1858000.0,0.0
"Purchase of Business",TD,12714959.061014263,214641227.3611557,125287530.36793894,0.0
"Financing Cash Flow",TD,-12847000.0,-4819000.0,-5036000.0,-4746000.0
"Cash Flow from Continuing Financing Activities",TD,-12847000.0,-4819000.0,-5036000.0,-4746000.0
"Net Issuance Payments of Debt",TD,-2359000.0,-657000.0,-550000.0,-126000.0
"Net Long Term Debt Issuance",TD,-2359000.0,-657000.0,-550000.0,-126000.0
"Long Term Debt Issuance",TD,12714959.061014263,6000.0,0.0,3000000.0
"Long Term Debt Payments",TD,-2359000.0,-663000.0,-550000.0,-3126000.0
"Net Common Stock Issuance",TD,-4263000.0,-2026000.0,24000.0,-804000.0
"Common Stock Issuance",TD,8571000.0,11276000.0,11088000.0,8917000.0
"Common Stock Payments",TD,-12834000.0,-13302000.0,-11064000.0,-9721000.0
"Net Preferred Stock Issuance",TD,-400000.0,4529000.0,1045000.0,-156000.0
"Preferred Stock Issuance",TD,0.0,5529000.0,1745000.0,0.0
"Preferred Stock Payments",TD,-400000.0,-1000000.0,-700000.0,-156000.0
"Cash Dividends Paid",TD,-5825000.0,-6665000.0,-5555000.0,-3660000.0
"Common Stock Dividend Paid",TD,12714959.061014263,214641227.3611557,125287530.36793894,-5043000.0
"End Cash Position",TD,6721000.0,8556000.0,5931000.0,6445000.0
"Changes in Cash",TD,-1923000.0,2235000.0,-175000.0,1542000.0
"Effect of Exchange Rate Changes",TD,88000.0,390000.0,-339000.0,40000.0
"Beginning Cash Position",TD,8556000.0,5931000.0,6445000.0,4863000.0
"Income Tax Paid Supplemental Data",TD,3036000.0,4404000.0,4071000.0,2285000.0
"Interest Paid Supplemental Data",TD,48179000.0,12523000.0,5878000.0,11587000.0
"Capital Expenditure",TD,-1844000.0,-1454000.0,-1129000.0,-1261000.0
"Issuance of Capital Stock",TD,8571000.0,16805000.0,12833000.0,8917000.0
"Issuance of Debt",TD,12714959.061014263,6000.0,0.0,3000000.0
"Repayment of Debt",TD,-2359000.0,-663000.0,-550000.0,-3126000.0
"Repurchase of Capital Stock",TD,-13234000.0,-14302000.0,-11764000.0,-9877000.0
"Free Cash Flow",TD,-67146000.0,37495000.0,49000000.0,228346000.0
"Operating Cash Flow",UBS,86068000.0,14647000.0,31425000.0,36958000.0
"Cash Flow from Continuing Operating Activities",UBS,86067000.0,14646000.0,31426000.0,36959000.0
"Net Income from Continuing Operations",UBS,27866000.0,7661000.0,7486000.0,6572000.0
"Operating Gains Losses",UBS,246000.0,-1502000.0,-335000.0,-782000.0
"Earnings Losses from Equity Investments",UBS,348000.0,-32000.0,-105000.0,-84000.0
"Depreciation Amortization Depletion",UBS,3750000.0,2061000.0,2118000.0,2126000.0
"Depreciation & amortization",UBS,3750000.0,2061000.0,2118000.0,2126000.0
Depreciation,UBS,3750000.0,2061000.0,2118000.0,2126000.0
Amortization,UBS,12714959.061014263,214641227.3611557,125287530.36793894,57000.0
"Amortization of Intangibles",UBS,12714959.061014263,214641227.3611557,125287530.36793894,57000.0
"Deferred Tax",UBS,-694000.0,494000.0,434000.0,352000.0
"Deferred Income Tax",UBS,-694000.0,494000.0,434000.0,352000.0
"Other non-cash items",UBS,-34388000.0,-10742000.0,3901000.0,-4831000.0
"Provision for Loan Lease And Other Losses",UBS,1037000.0,29000.0,-148000.0,694000.0
"Change in working capital",UBS,90103000.0,18228000.0,19103000.0,33829000.0
"Change in Loans",UBS,22360000.0,7972000.0,-29776000.0,31323000.0
"Change in Other Working Capital",UBS,67743000.0,10256000.0,48879000.0,2506000.0
"Taxes Refund Paid",UBS,-1852000.0,-1582000.0,-1134000.0,-1002000.0
"Investing Cash Flow",UBS,103228000.0,-12447000.0,-2119000.0,-6785000.0
"Cash Flow from Continuing Investing Activities",UBS,103228000.0,-12447000.0,-2119000.0,-6786000.0
"Net Investment Purchase And Sale",UBS,-3779000.0,-12692000.0,-1165000.0,-5926000.0
"Purchase of Investment",UBS,-14244000.0,-31491000.0,-5672000.0,-10456000.0
"Sale of Investment",UBS,10465000.0,18799000.0,4507000.0,4530000.0
"Net PPE Purchase And Sale",UBS,-1620000.0,-1482000.0,-1546000.0,-1488000.0
"Purchase of PPE",UBS,-1685000.0,-1643000.0,-1841000.0,-1854000.0
"Sale of PPE",UBS,65000.0,161000.0,295000.0,366000.0
"Net Business Purchase And Sale",UBS,117000.0,1727000.0,592000.0,628000.0
"Purchase of Business",UBS,-4000.0,-3000.0,-1000.0,-46000.0
"Sale of Business",UBS,121000.0,1730000.0,593000.0,674000.0
"Net Other Investing Changes",UBS,108510000.0,214641227.3611557,125287530.36793894,1000.0
"Financing Cash Flow",UBS,-58262000.0,-9094000.0,10345000.0,12432000.0
"Cash Flow from Continuing Financing Activities",UBS,-58262000.0,-9095000.0,10346000.0,12433000.0
"Net Issuance Payments of Debt",UBS,-53083000.0,-804000.0,15270000.0,17002000.0
"Net Long Term Debt Issuance",UBS,-56252000.0,11445000.0,18363000.0,-6843000.0
"Long Term Debt Issuance",UBS,109735000.0,79115000.0,98272000.0,80255000.0
"Long Term Debt Payments",UBS,-165987000.0,-67670000.0,-79909000.0,-87098000.0
"Net Short Term Debt Issuance",UBS,3169000.0,-12249000.0,-3093000.0,23845000.0
"Net Common Stock Issuance",UBS,-2779000.0,-6006000.0,-3341000.0,-1387000.0
"Common Stock Payments",UBS,12714959.061014263,-6006000.0,-3341000.0,-1387000.0
"Cash Dividends Paid",UBS,-1679000.0,-1668000.0,-1301000.0,-2607000.0
"Common Stock Dividend Paid",UBS,-1679000.0,-1668000.0,-1301000.0,-2607000.0
"Net Other Financing Charges",UBS,-721000.0,-616000.0,-283000.0,-576000.0
"End Cash Position",UBS,340311000.0,195321000.0,207875000.0,173531000.0
"Changes in Cash",UBS,131034000.0,-6894000.0,39651000.0,42605000.0
"Effect of Exchange Rate Changes",UBS,13955000.0,-5659000.0,-5307000.0,11052000.0
"Beginning Cash Position",UBS,195321000.0,207875000.0,173531000.0,119873000.0
"Interest Paid Supplemental Data",UBS,35969000.0,8198000.0,4707000.0,6320000.0
"Capital Expenditure",UBS,-1685000.0,-1643000.0,-1841000.0,-1854000.0
"Issuance of Debt",UBS,109735000.0,79115000.0,98272000.0,80255000.0
"Repayment of Debt",UBS,-165987000.0,-67670000.0,-79909000.0,-87098000.0
"Repurchase of Capital Stock",UBS,12714959.061014263,-6006000.0,-3341000.0,-1387000.0
"Free Cash Flow",UBS,84383000.0,13004000.0,29584000.0,35104000.0
"Operating Cash Flow",IBN,-37711921.0,581114301.0,1380152968.0,89357174.79968329
"Cash Flow from Continuing Operating Activities",IBN,-37711921.0,214641227.3611557,1380152968.0,335675367.0
"Net Income from Continuing Operations",IBN,458300782.0,18264235.0,240486799.0,89357174.79968329
"Operating Gains Losses",IBN,26510876.0,214641227.3611557,-22413273.0,18320870.0
"Gain Loss On Sale of PPE",IBN,-542579.0,14794572.0,63424.0,89357174.79968329
"Gain Loss On Investment Securities",IBN,27053455.0,214641227.3611557,-22476697.0,84354125.0
"Depreciation Amortization Depletion",IBN,16455886.0,18320870.0,14713701.0,89357174.79968329
"Depreciation & amortization",IBN,16455886.0,214641227.3611557,14713701.0,89357174.79968329
"Other non-cash items",IBN,55482301.0,175174482.0,165723883.0,89357174.79968329
"Amortization of Securities",IBN,12714959.061014263,214641227.3611557,-22476697.0,46655269.0
"Stock based compensation",IBN,5180508.0,329993864.0,77611.0,89357174.79968329
"Provision for Loan Lease And Other Losses",IBN,12714959.061014263,214641227.3611557,110315100.0,-49817733.0
"Change in working capital",IBN,-490888016.0,-393214419.0,1019900110.0,89357174.79968329
"Change in Loans",IBN,-1638931648.0,214641227.3611557,-968932842.0,-375789070.0
"Change in Other Current Assets",IBN,-166076201.0,-17425349.0,4276368.0,89357174.79968329
"Change in Other Current Liabilities",IBN,277742529.0,214641227.3611557,302522352.0,1174397.0
"Change in Other Working Capital",IBN,1036377304.0,174510007.0,1682034232.0,89357174.79968329
"Taxes Refund Paid",IBN,-108754258.0,214641227.3611557,-38335863.0,180382578.0
"Investing Cash Flow",IBN,-680053222.0,10946390.0,-629869109.0,89357174.79968329
"Cash Flow from Continuing Investing Activities",IBN,-680053222.0,214641227.3611557,-629869109.0,-346030278.0
"Net Investment Purchase And Sale",IBN,-658250590.0,169436188.0,-613108700.0,89357174.79968329
"Net PPE Purchase And Sale",IBN,-21802632.0,214641227.3611557,-16760409.0,7979764.0
"Purchase of PPE",IBN,-24676808.0,-13852335.0,-16882058.0,89357174.79968329
"Sale of PPE",IBN,2874176.0,214641227.3611557,121649.0,1831259832.0
"Financing Cash Flow",IBN,247907176.0,362409889.0,-546667701.0,89357174.79968329
"Cash Flow from Continuing Financing Activities",IBN,247907176.0,214641227.3611557,-546667701.0,1475705302.0
"Net Issuance Payments of Debt",IBN,273280948.0,-5586916.0,-701268022.0,89357174.79968329
"Net Long Term Debt Issuance",IBN,148443988.0,214641227.3611557,-233518984.0,7979764.0
"Long Term Debt Issuance",IBN,417361966.0,356976668.0,294215131.0,89357174.79968329
"Long Term Debt Payments",IBN,-268917978.0,214641227.3611557,-527734115.0,562514555.0
"Operating Cash Flow",BNPQY,-34241000.0,-52837000.0,42376000.0,139324000.0
"Investing Cash Flow",BNPQY,7304000.0,-2163000.0,-1182000.0,-851000.0
"Financing Cash Flow",BNPQY,-4676000.0,9250000.0,14516000.0,18524000.0
"End Cash Position",BNPQY,282579000.0,317698000.0,362418000.0,306601000.0
"Changes in Cash",BNPQY,-31613000.0,-45750000.0,55710000.0,156997000.0
